OID_,SiteID,Agnc_ID,SourcNm,Wtrbdy_n,Verified,Comments,DM_Notes,Region,dist_coast_km,NHDPlusID,SourceFC,GridCode,AreaSqKm,VPUID,cat_ID,cat_ID_txt,cat_ID_con,catID,MERGE_SRC,site_max_acc,site_acc_sqKm,Area_km2,AreaSqKm_1,ArbolateSu,PathLength,StartFlag,TerminalPa,USContArea,DSContArea,LINKNO,DOUTEND,DOUTSTART,area_diff,str_slope,str_ord,ds_dist_outlet,str_slope_dg,lat,lon,sp_ls,AWC_CODE,sa_sp_hab,sa_sp_count,ts_id_dm,cat_slope_COUNT,cat_slope_AREA,cat_slope_MIN,cat_slope_MAX,cat_slope_RANGE,cat_slope_MEAN,cat_slope_STD,cat_slope_SUM,cat_slope_MEDIAN,cat_slope_PCT90,cat_elev_COUNT,cat_elev_AREA,cat_elev_MIN,cat_elev_MAX,cat_elev_RANGE,cat_elev_MEAN,cat_elev_STD,cat_elev_SUM,cat_elev_VARIETY,cat_elev_MAJORITY,cat_elev_MINORITY,cat_elev_MEDIAN,cat_elev_PCT90,wtd_elev_COUNT,wtd_elev_AREA,wtd_elev_MIN,wtd_elev_MAX,wtd_elev_RANGE,wtd_elev_MEAN,wtd_elev_STD,wtd_elev_SUM,wtd_elev_VARIETY,wtd_elev_MAJORITY,wtd_elev_MINORITY,wtd_elev_MEDIAN,wtd_elev_PCT90,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,non_north_area,north_area,wtd_north_per,non_wetland_area,wetland_area,wtd_wet_per,wtd_lake_area_sqm,wtd_lake_per,wtd_glacier_area_sqm,wtd_glacier_per,wtd_lcld_mn_2001,wtd_lcld_mn_2002,wtd_lcld_mn_2003,wtd_lcld_mn_2004,wtd_lcld_mn_2005,wtd_lcld_mn_2006,wtd_lcld_mn_2007,wtd_lcld_mn_2008,wtd_lcld_mn_2009,wtd_lcld_mn_2010,wtd_lcld_mn_2011,wtd_lcld_mn_2012,wtd_lcld_mn_2013,wtd_lcld_mn_2014,wtd_lcld_mn_2015,wtd_lcld_mn_2016,wtd_lcld_mn_2017,wtd_lcld_mn_2018,wtd_lcld_mn_2019
62,CIK_26, ,CIK,Chijuk Creek,1,looks good,Moved to flowline,Cook_Inlet,82.484480894273617,75000200010144.000000000000000,NHDPlusBurnLineEvent,2964,6.573149990000000,19020505,75000200010144.000000000000000,75000200010144,Cook_Inlet_75000200010144,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,1961213,49.030324999999998,49.498950026749753,6.573149990000000,33.726130089999998,140.230148820000011,0,75000200000047.000000000000000,,,,,,0.468625026749756,0.003058710000000,2,140.230148820000011,0.175250627224658,62.079621969999998,-150.583264380000003,"K_r, K_s",247-41-10200-2081-3065,1,1,cik_26,65744.000000000000000,6574400.000000000000000,0.000002568671562,31.099636077880859,31.099633509209298,3.536243175380974,3.814778323173714,232486.771322246786440,2.852877616882324,6.846103715896606,65744.000000000000000,6574400.000000000000000,118,230,112,169.266062302261901,31.804890779335668,11128228.000000000000000,113,129,230,176,208,495207.000000000000000,49520700.000000000000000,118,344,226,227.832777000323318,46.870995446216710,112824386.000000000000000,227,221,344,226,288,495207.000000000000000,49520700.000000000000000,0.000002568671562,31.099636077880859,31.099633509209298,3.773710299634395,3.841191995136886,1868767.756351049756631,2.871802330017090,8.042964363098145,42590800.000000000000000,6929900.000000000000000,13.993945999999999,35749600.000000000000000,13771100.000000000000000,27.808775000000001,314179.889431678107940,0.634720310757889,,,501.994949494949310,494.616161616161605,476.146464646464665,477.333333333333314,490.106060606060794,493.005050505050406,475.904040404040359,496.065656565656411,489.111111111111256,488.469696969697225,492.616161616161719,494.767676767676903,505.959595959595958,478.777777777777601,467.590909090909122,468.919191919191803,473.040404040403928,484.424242424242493,481.378787878788103
63,CIK_27, ,CIK,Meadow Creek,1,looks good,Moved to flowline,Cook_Inlet,12.449535859677972,75000100002523.000000000000000,NHDPlusBurnLineEvent,1396,0.669624990000000,19020401,75000100002523.000000000000000,75000100002523,Cook_Inlet_75000100002523,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,7292993,182.324825000000004,182.245250150499601,0.669624990000000,150.444519320000012,33.587651160000000,0,75000100000267.000000000000000,,,,,,-0.079574849500403,0.000234760000000,4,33.587651160000000,0.013450756951391,61.562713119999998,-149.824454010000011,"CH_p, CO_s, P_p, S_s, K_p",247-50-10330-2050,1,2,cik_27,6703.000000000000000,670300.000000000000000,0.000000849174000,26.440380096435547,26.440379247261546,2.124787908839673,3.173905761172078,14242.453352952330533,0.955551326274872,4.874617767333985,6703.000000000000000,670300.000000000000000,46,65,19,50.432194539758385,2.572503255566186,338047.000000000000000,20,52,65,51,53,1823147.000000000000000,182314700.000000000000000,46,176,130,97.015390421068673,25.843329087694652,176873318.000000000000000,131,97,176,96,133,1823147.000000000000000,182314700.000000000000000,0.000000844471913,41.102737426757812,41.102736582285900,3.210845602608736,3.865538585338445,5853843.527859308756888,2.444795608520508,7.416016578674316,146033500.000000000000000,36281200.000000000000000,19.900314000000002,152568000.000000000000000,29746700.000000000000000,16.316127999999999,13459793.530741527676582,7.385538728513540,,,469.047692307692557,480.825077399380405,411.247116968698037,468.916129032258027,464.977272727272748,460.485714285713868,465.021638330757412,462.355140186915946,470.436619718309828,465.966666666666583,462.114420062696183,475.250393700787185,485.865168539325907,444.079545454544927,431.399671052631390,409.908496732026094,469.805379746835399,468.249617151607765,444.817014446227915
64,CIK_28, ,CIK,Kroto (Deshka) Creek,1,looks good,Moved to flowline,Cook_Inlet,44.275464505087683,75000200015900.000000000000000,NHDPlusBurnLineEvent,1205,1.184125000000000,19020505,75000200015900.000000000000000,75000200015900,Cook_Inlet_75000200015900,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,67571800,1689.295000000000073,1773.597675217749838,1.184125000000000,1981.171788699999979,69.832695709999996,0,75000200000047.000000000000000,,,,,,84.302675217749766,0.000356500000000,6,69.832695709999996,0.020425944531087,61.740037930000000,-150.320009309999989,"HW_p, CO_s, S_p, P_s, P_p, AL_p, CO_r, K_p, CH_s, K_r, S_r",247-41-10200-2081,1,3,cik_28,11846.000000000000000,1184600.000000000000000,0.000000184068000,27.135572433471680,27.135572249403680,2.257930780705526,3.661401304851953,26747.448028237657127,0.680630683898926,5.560589075088501,11846.000000000000000,1184600.000000000000000,21,43,22,28.156086442681012,6.135109959601437,333537.000000000000000,23,24,27,25,39,17737018.000000000000000,1773701800.000000000000000,21,453,432,142.239929677017557,85.765544004135350,2522912193.000000000000000,433,53,453,112,283,17737018.000000000000000,1773701800.000000000000000,0.000000064215001,47.957199096679688,47.957199032464686,2.562952032978180,3.674489280963294,45459126.342070579528809,1.888568520545959,6.187504768371582,1607792500.000000000000000,165909300.000000000000000,9.353844000000000,1039434200.000000000000000,734267600.000000000000000,41.397464999999997,34614877.199324704706669,1.951675832856227,,,494.704934398174316,491.782328512100833,471.115147164393363,479.953241537578833,488.184403274450744,489.697621094869703,474.246418338108697,492.656040028591860,486.913872169676154,484.456069944101955,489.698351254480201,491.624767358625661,501.908426483233029,479.616554296370680,465.140804597701049,467.582902298850684,473.056560436405277,481.184861925883581,478.958285385500631
65,CIK_29, ,CIK,Trapper Creek,1,looks good,Moved to flowline,Cook_Inlet,90.981053221542908,75000200018577.000000000000000,NHDPlusBurnLineEvent,1641,0.871499970000000,19020505,75000200018577.000000000000000,75000200018577,Cook_Inlet_75000200018577,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,2654191,66.354775000000004,85.900074933000340,0.871499970000000,128.648878289999999,145.512278850000001,0,75000200000047.000000000000000,,,,,,19.545299933000337,0.001319370000000,3,145.512278850000001,0.075594288752932,62.265334260000003,-150.184914939999999,"CO_r, CO_s, K_r, CH_p",247-41-10200-2341,1,1,cik_29,8730.000000000000000,873000.000000000000000,0.000001910716264,39.026687622070312,39.026685711354048,3.004145756661606,5.934686723418276,26226.192455655822414,1.517897903919220,6.005386543273935,8730.000000000000000,873000.000000000000000,91,115,24,97.855097365406522,5.204893483094534,854275.000000000000000,25,96,115,96,110,858470.000000000000000,85847000.000000000000000,91,325,234,173.969267417616493,47.500774525638334,149347397.000000000000000,235,224,318,170,245,858470.000000000000000,85847000.000000000000000,0.000001841244057,39.026687622070312,39.026685780826256,2.661739191553649,3.248443529303258,2285023.243773061316460,2.418531179428101,6.188178205490112,78893300.000000000000000,6953700.000000000000000,8.100108000000001,62559800.000000000000000,23287200.000000000000000,27.126400000000000,2272208.319715618621558,2.645176178819259,,,502.491279069767074,497.220930232558203,477.157434402331944,478.606413994169145,493.994169096210044,493.284883720930509,473.886297376092898,494.122093023255843,487.130813953488257,486.000000000000000,491.898255813953199,493.402332361516187,507.583090379008752,481.436046511628035,472.032069970845498,471.827988338192540,474.696793002915456,487.691860465116406,480.413994169096441
66,CIK_3, ,CIK,Chester Creek,1,looks good,Moved to flowline,Cook_Inlet,1.445835911960857,75000100004336.000000000000000,NHDPlusBurnLineEvent,347,21.810050029999999,19020401,75000100004336.000000000000000,75000100004336,Cook_Inlet_75000100004336,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,3218594,80.464849999999998,80.870575000999992,21.810050029999999,59.507412270000003,1.363301820000000,0,75000100000750.000000000000000,,,,,,0.405725000999993,0.005054910000000,4,1.363301820000000,0.289622542012440,61.204610610000003,-149.896569349999993,"S_p, CO_r, CO_p, DV_p, P_p",247-50-10050,2,0,cik_3,218093.000000000000000,21809300.000000000000000,0.000000024983127,39.342666625976562,39.342666600993439,4.394924300528623,5.530784962127536,958502.225475188926794,2.872894287109375,9.354725074768067,218093.000000000000000,21809300.000000000000000,3,745,742,80.388279312036303,98.667127375105892,17532121.000000000000000,743,39,3,50,162,808713.000000000000000,80871300.000000000000000,3,1390,1387,200.122050715149214,257.593633785397458,161841304.000000000000000,1382,71,3,87,652,808713.000000000000000,80871300.000000000000000,0.000000024983127,52.636337280273438,52.636337255290314,6.988620852195457,7.828906491586517,5651788.535241545177996,3.436212539672852,19.753769302368163,61315500.000000000000000,19555800.000000000000000,24.181384999999999,77932700.000000000000000,2938600.000000000000000,3.633674600000000,320876.546103481727187,0.396777871431623,,,469.631249999999795,481.796875000000114,427.999999999999943,475.390625000000284,466.619937694703594,473.084375000000080,469.684374999999477,479.199376947040378,469.962616822429936,477.746874999999932,471.509374999999807,478.078125000000000,490.931250000000205,470.718749999999716,437.528124999999875,431.490625000000080,472.293749999999989,467.221183800622896,459.543750000000045
67,CIK_30, ,CIK,Little Willow Creek,1,looks good,Moved to flowline,Cook_Inlet,43.255093337697232,75000200008551.000000000000000,NHDPlusBurnLineEvent,248,0.018574990000000,19020505,75000200008551.000000000000000,75000200008551,Cook_Inlet_75000200008551,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,15987086,399.677149999999983,399.677524937999976,0.018574990000000,469.309082460000013,91.885390880000003,0,75000200000047.000000000000000,,,,,,0.000374937999993,0.002051940000000,5,91.885390880000003,0.117567336810157,61.809677860000001,-150.098747250000002,"CH_p, CO_s, P_s, K_s, CO_r, K_r",247-41-10200-2130,1,3,cik_30,187.000000000000000,18700.000000000000000,0.000001052078801,12.734038352966309,12.734037300887508,4.087716392477323,2.871668868182423,764.402965393259365,3.382341623306274,8.042032051086426,187.000000000000000,18700.000000000000000,42,47,5,43.213903743315505,1.231154951579544,8081.000000000000000,6,42,47,43,45,3996720.000000000000000,399672000.000000000000000,42,1831,1789,541.815302548084674,412.168281928967929,2165484056.000000000000000,1789,62,1720,526,1150,3996720.000000000000000,399672000.000000000000000,0.000000733724846,71.353820800781250,71.353820067056404,8.434690195270431,9.482259086550316,33711094.997241236269474,5.562485456466675,21.391597747802734,317272000.000000000000000,82400000.000000000000000,20.616904999999999,355782800.000000000000000,43889200.000000000000000,10.981305000000001,1013841.171975738019682,0.253664794419704,,,498.167503136762491,495.141154328732057,473.309284818067908,486.666248431617817,492.755178907721415,496.698870765369861,484.880175658720702,496.892722710163355,487.473651191969907,487.505653266331535,493.210790464240915,500.670012547051442,509.893350062736772,487.131116687578981,480.494981179423007,476.259887005649432,486.693224592220986,493.919698870765444,489.275298554368419
68,CIK_31, ,CIK,Cottonwood Creek,1,looks good,Moved to flowline,Cook_Inlet,2.864401767222166,75000100003947.000000000000000,NHDPlusBurnLineEvent,1782,0.075774990000000,19020401,75000100003947.000000000000000,75000100003947,Cook_Inlet_75000100003947,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,3163035,79.075874999999996,79.055174922500640,0.075774990000000,41.775112440000001,9.982308560000000,0,75000100000243.000000000000000,,,,,,-0.020700077499356,0.018845130000000,3,9.982308560000000,1.079618620611375,61.525452000000001,-149.529175379999998,"CO_p, K_p, S_p",247-50-10300,2,0,cik_31,754.000000000000000,75400.000000000000000,0.000000700839507,13.160555839538574,13.160555138699067,2.747187393321538,2.406523672425922,2071.379294564439988,2.444899201393127,6.001342296600342,754.000000000000000,75400.000000000000000,32,44,12,39.326259946949598,2.502449742206318,29652.000000000000000,13,40,32,40,42,790889.000000000000000,79088900.000000000000000,32,227,195,134.841026996201776,35.867189752073180,106644285.000000000000000,196,103,32,133,182,790889.000000000000000,79088900.000000000000000,0.000000675783099,48.990123748779297,48.990123072996198,3.745739220922894,4.538238494100887,2962463.946696486324072,2.772037267684937,9.350610542297364,65753900.000000000000000,13335000.000000000000000,16.860772999999998,77135200.000000000000000,1953700.000000000000000,2.470258200000000,6397860.429444887675345,8.092905285095933,,,463.366795366795429,475.888446215139311,401.684647302904466,463.128514056224617,460.304526748971227,450.995901639344538,460.909448818897545,437.326612903225680,464.011999999999944,458.766129032258050,439.922131147541165,473.537254901960978,481.930041152263016,397.543568464730356,402.987234042553268,393.720833333333474,463.246861924686357,461.733333333333292,436.283333333333246
69,CIK_32, ,CIK,Jim Creek,1,moved point to correct catchment with matching stream reach,Moved to flowline,Cook_Inlet,18.162848800444213,75000400000173.000000000000000,NHDPlusBurnLineEvent,1353,0.423149990000000,19020402,75000400000173.000000000000000,75000400000173,Cook_Inlet_75000400000173,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,3106906,77.672650000000004,77.793849932000327,0.423149990000000,169.989024349999994,18.924336189999998,0,75000100003066.000000000000000,,,,,,0.121199932000323,0.000010000000000,5,18.924336189999998,0.000572957795112,61.528968630000001,-148.935857069999997,"CO_s, S_p",247-50-10200-2081,1,1,cik_32,4241.000000000000000,424100.000000000000000,0.000000138600385,29.591762542724609,29.591762404124225,3.084193128636326,3.430917338595362,13080.063058546660614,2.416374921798706,8.071479797363281,4241.000000000000000,424100.000000000000000,15,29,14,18.011082291912317,1.301014344289190,76385.000000000000000,15,18,25,18,19,777930.000000000000000,77793000.000000000000000,14,1914,1900,612.523062486341360,537.376332933554750,476500066.000000000000000,1895,16,1872,581,1397,777930.000000000000000,77793000.000000000000000,0.000000056014812,75.770111083984375,75.770111027969563,22.031832541275648,15.891022355113078,17139223.488834563642740,24.574846267700195,40.746430587768558,68751100.000000000000000,9041900.000000000000000,11.623025000000000,70711300.000000000000000,7081700.000000000000000,9.103261000000000,1597760.173767681699246,2.053838671262941,642455.048808011342771,0.825842980350737,480.097472924187798,488.197841726618719,448.873188405797180,478.032727272727357,466.173431734317376,464.390510948905103,480.519572953736770,470.294545454545414,480.411552346570488,487.210144927536248,466.194945848375482,494.748201438848753,496.838827838827626,452.494505494505461,447.759124087591204,440.872262773722468,476.985401459853904,485.386281588447559,468.328467153284521
70,CIK_33, ,CIK,Montana Creek,1,moved point to correct catchment with matching stream reach,Moved to flowline,Cook_Inlet,73.771675184113974,75000200006065.000000000000000,NHDPlusBurnLineEvent,3273,0.785775010000000,19020505,75000200006065.000000000000000,75000200006065,Cook_Inlet_75000200006065,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,15207665,380.191624999999988,381.501149990750321,0.785775010000000,375.987723739999979,128.301867740000006,0,75000200000047.000000000000000,,,,,,1.309524990750333,0.006302850000000,5,128.301867740000006,0.361121921988053,62.128238480000000,-150.019907100000012,"CO_s, P_s, K_s, CO_r, K_p, CH_s, K_r",247-41-10200-2250,1,4,cik_33,7851.000000000000000,785100.000000000000000,0.000002044440407,15.620494842529297,15.620492798088890,1.970577486343227,2.217585341061970,15471.003845280672977,1.888291001319885,3.626017332077026,7851.000000000000000,785100.000000000000000,97,117,20,107.718889313463166,4.654987323493912,845701.000000000000000,21,113,97,108,114,3814212.000000000000000,381421200.000000000000000,97,1597,1500,625.815427406745926,315.113063138835685,2386992713.000000000000000,1499,174,1591,643,1070,3814212.000000000000000,381421200.000000000000000,0.000002044440407,66.636100769042969,66.636098724602562,8.759266882777741,8.543038571847680,33409700.855493452399969,6.108014822006226,20.241840171813966,291347200.000000000000000,90074000.000000000000000,23.615362000000001,355618400.000000000000000,25802800.000000000000000,6.764909700000000,3297807.889802157413214,0.864429344415374,,,507.308746736291994,499.413838120104288,489.981070496083191,484.473237597910895,501.189947780678949,498.151436031331741,483.123368146214489,502.774151436031161,498.562663185379279,490.248041775456556,496.278067885117309,500.768929503916581,512.124020887728761,490.285900783289549,487.324412532637325,485.007180156658194,485.114229765013306,501.812663185378710,499.727806788511771
71,CIK_34, ,CIK,Willow Creek,1,looks good,Moved from small connecting channel to main stem Willow Creek,Cook_Inlet,41.929993703833787,75000200003312.000000000000000,NHDPlusBurnLineEvent,350,0.052774990000000,19020505,75000200003312.000000000000000,75000200003312,Cook_Inlet_75000200003312,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,26348783,658.719574999999963,658.739774981999972,0.052774990000000,1055.923233199999913,81.433078409999993,0,75000200000047.000000000000000,,,,,,0.020199982000008,0.000944180000000,6,81.433078409999993,0.054097513025123,61.778650900000002,-150.147935890000014,"CO_s, P_s, K_s, CO_r, CH_s, K_r",247-41-10200-2120,1,4,cik_34,528.000000000000000,52800.000000000000000,0.000000456540363,6.847757816314697,6.847757359774334,2.030861308392935,1.664798773683949,1072.294770831469577,2.147684812545776,4.050099229812622,528.000000000000000,52800.000000000000000,32,34,2,33.028409090909115,0.769412733100220,17439.000000000000000,3,33,32,33,34,6587481.000000000000000,658748100.000000000000000,32,1831,1799,656.045717930727960,400.975525836562042,4321688702.000000000000000,1791,59,1805,651,1194,6587481.000000000000000,658748100.000000000000000,0.000000454703240,72.454307556152344,72.454307101449103,11.247814111416020,11.164680821502188,74094761.750484913587570,7.032890319824219,29.716144561767578,506919800.000000000000000,151828300.000000000000000,23.048006000000001,622528300.000000000000000,36219800.000000000000000,5.498277700000000,7876049.549711856059730,1.195623803030122,,,502.840657241115821,498.434583014537111,477.513627639155857,487.353550863723683,496.539938556066943,500.270529547198805,486.782791586998599,500.113914373088676,489.189873417721401,491.540757749713237,497.316615620214691,505.334992343031445,511.463601532566940,488.682375478927497,483.762803234501519,477.867511520737082,491.008815638175861,497.342889908256893,492.053015751056819
72,CIK_35, ,CIK,Wasilla Creek,1,looks good,Moved to flowline,Cook_Inlet,3.850614279427729,75000100000981.000000000000000,NHDPlusBurnLineEvent,762,5.515474960000000,19020401,75000100000981.000000000000000,75000100000981,Cook_Inlet_75000100000981,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,4332528,108.313199999999995,109.983349957999820,5.515474960000000,222.791236989999987,14.964386989999999,0,75000100000224.000000000000000,,,,,,1.670149957999826,0.007524000000000,5,14.964386989999999,0.431085310516652,61.552779190000003,-149.316441300000008,"CO_r, CH_r, CH_s, K_r, S_p, CO_s, K_s",247-50-10260-2019,1,3,cik_35,55144.000000000000000,5514400.000000000000000,0.000000022405175,43.700252532958984,43.700252510553810,5.520293272410961,6.817941299273914,304411.052213830058463,3.028225421905518,15.106406211853054,55144.000000000000000,5514400.000000000000000,8,93,85,47.848959088930314,17.394783792740963,2638583.000000000000000,86,50,93,48,71,1099690.000000000000000,109969000.000000000000000,8,1593,1585,290.635903754694084,294.897500747067909,319609397.000000000000000,1586,245,1578,188,709,1099690.000000000000000,109969000.000000000000000,0.000000022405175,59.029739379882812,59.029739357477638,8.216686437311782,10.002696403866780,9035807.908247394487262,4.042541503906250,25.048180580139160,95519100.000000000000000,14449900.000000000000000,13.139976000000001,106995300.000000000000000,2973700.000000000000000,2.704125600000000,753288.154335216036998,0.684911083925776,,,469.484848484848442,477.193023255813785,420.129411764706049,466.019047619047683,463.274231678487013,457.853773584905582,465.502336448598214,450.362997658079848,460.462616822429766,468.879999999999995,454.023419203746926,477.571095571095441,492.269047619047569,430.990543735224662,422.549999999999955,419.762910798121993,464.667452830188836,459.148235294117512,455.113207547169623
73,CIK_36, ,CIK,Deception Creek,1,looks good,Moved to flowline,Cook_Inlet,36.924932481375393,75000200011141.000000000000000,NHDPlusBurnLineEvent,12469,0.257274970000000,19020505,75000200011141.000000000000000,75000200011141,Cook_Inlet_75000200011141,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,6611605,165.290124999999989,165.465349959000150,0.257274970000000,191.415967770000009,91.016913900000006,0,75000200000047.000000000000000,,,,,,0.175224959000161,0.003395230000000,4,91.016913900000006,0.194531601985194,61.761341330000000,-150.035592619999989,"K_s, P_s, K_r, CO_s",247-41-10200-2120-3020,1,3,cik_36,2569.000000000000000,256900.000000000000000,0.000000948028628,33.163135528564453,33.163134580535825,3.204738358695986,4.508639474293446,8232.972843489988009,2.114116907119751,8.227971649169946,2569.000000000000000,256900.000000000000000,51,67,16,58.309848189957272,4.694453998291615,149798.000000000000000,17,55,67,56,65,1654637.000000000000000,165463700.000000000000000,51,1043,992,330.266870618752989,200.731950558369107,546471784.000000000000000,993,84,1043,336,588,1654637.000000000000000,165463700.000000000000000,0.000000835998605,52.873054504394531,52.873053668395926,4.854780163933641,4.957699343811873,8032898.886110667139292,3.434606552124023,11.057152748107910,140180200.000000000000000,25283500.000000000000000,15.280391000000000,145673400.000000000000000,19790300.000000000000000,11.960508000000001,1742394.018402923131362,1.053026521162686,,,490.126331811263469,492.208523592085385,449.894977168949993,480.783742331288408,483.405819295559013,490.918711656441701,482.719939117199488,491.968036529679807,481.722392638036638,487.663622526635834,486.602739726027380,495.199999999999932,505.665648854961603,479.958904109588786,470.858461538461142,459.211332312404068,481.810975609755872,481.453576864535762,477.669738863287421
74,CIK_37, ,CIK,"Moose Creek, Mat R.",1,moved point to correct catchment with matching stream reach,Moved to flowline,Cook_Inlet,23.475527507813773,75000400014403.000000000000000,NHDPlusBurnLineEvent,22069,16.037774960000000,19020402,75000400014403.000000000000000,75000400014403,Cook_Inlet_75000400014403,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,5223860,130.596499999999992,130.462374920000286,16.037774960000000,211.858041070000013,36.752676030000003,0,75000100000005.000000000000000,,,,,,-0.134125079999706,0.020268590000000,4,36.752676030000003,1.161145675456325,61.681489620000001,-149.044469779999986,"CH_s, K_s, CO_r, K_r, CO_s",247-50-10220-2085,1,3,cik_37,160386.000000000000000,16038600.000000000000000,0.000002671353968,57.265312194824219,57.265309523470250,9.796077608793162,8.834640143302778,1571153.703363900072873,6.803300619125366,22.424977302551270,160386.000000000000000,16038600.000000000000000,117,408,291,242.928509969697217,36.412853369516704,38962332.000000000000000,292,235,408,243,281,1304478.000000000000000,130447800.000000000000000,117,2109,1992,941.865852087964640,462.496711411448644,1228643283.000000000000000,1963,235,2063,1008,1517,1304478.000000000000000,130447800.000000000000000,0.000002671353968,74.352310180664062,74.352307509310094,22.374493724091320,14.010729665883673,29187034.824215196073055,21.422536849975586,40.870549392700198,110530100.000000000000000,19917700.000000000000000,15.268713000000000,130315500.000000000000000,132300.000000000000000,0.101419880000000,269351.855480394675396,0.206459414559609,486583.891461857885588,0.372968751918116,509.013307984791254,504.752851711026153,490.397338403041658,495.104562737642311,509.218631178707426,502.572243346007554,495.039923954372625,502.661596958174357,494.819391634980832,499.906844106463893,499.062737642585660,511.279467680608263,520.897338403041545,497.543726235741644,484.249049429657987,494.496197718630981,492.117870722433338,508.579847908745649,500.722433460075877
75,CIK_38, ,CIK,Fish Creek,1,looks good,Moved to flowline,Cook_Inlet,0.598267852879522,75000100000652.000000000000000,NHDPlusBurnLineEvent,1539,2.083499990000000,19020401,75000100000652.000000000000000,75000100000652,Cook_Inlet_75000100000652,,D:\\GIS\\sites_outputs_20230523\\AKSSF_land_met_2023\AKSSF_land_met_2023.gdb\Cook_Inlet_sites_sj,12905737,322.643424999999979,323.050200044999713,2.083499990000000,248.700193339999998,0.000000000000000,0,75000100000267.000000000000000,,,,,,0.406775044999733,0.006435820000000,4,0.000000000000000,0.368740232715792,61.437839599999997,-149.780966750000005,"CH_p, CO_p, S_p, P_s, CO_r, K_p",247-50-10330,1,1,cik_38,20852.000000000000000,2085200.000000000000000,0.000000011639457,40.709014892578125,40.709014880938668,3.928133687968080,4.564684821297051,81909.443661510391394,2.872704505920410,8.899887084961064,20852.000000000000000,2085200.000000000000000,-2,46,48,24.327642432380710,8.164402559828174,507280.000000000000000,49,26,-2,25,34,3231631.000000000000000,323163100.000000000000000,-2,176,178,79.704458213205925,30.785840146191205,257575398.000000000000000,179,45,176,76,123,3231631.000000000000000,323163100.000000000000000,0.000000011639457,50.497230529785156,50.497230518145699,3.266423512029108,4.278505184510288,10555875.480602137744427,2.443063020706177,8.105946540832520,261524400.000000000000000,61638700.000000000000000,19.073557000000001,251494200.000000000000000,71668900.000000000000000,22.177315000000000,32219941.313265919685364,9.973663941015296,,,469.102115915363527,480.847805788981930,415.541463414633938,470.724470134874821,466.318713450292307,461.620493358633553,466.209888059701484,466.460885956644859,472.117481203007401,467.551756885090128,464.463576158940555,476.753527751646061,486.179290508149677,453.110251450676685,435.249755142017477,416.009746588693872,470.477511961722485,469.265927977839226,448.846968238690977
