HUC12,sp_ls,type,Year,preds_airDL,Region,scenario,Chinook,Sockeye,Chum,Pink,Coho,Spawning,Rearing
190202021003,P_s,Low,2015,0.019568399096250407,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021003,P_s,High,2008,0.011689051710522739,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020602,P_s,Low,2019,-0.038846690392052796,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020602,P_s,High,2014,-0.007737537690409871,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020602,P_s,Low,2015,-0.05553209619007055,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020602,P_s,High,2008,-0.04765008617816046,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021201,P_s,Low,2019,-0.07350739999230152,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021201,P_s,High,2003,-0.05267190215528574,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021201,P_s,Low,2014,-0.04578676123365799,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021201,P_s,High,2002,-0.09090673813220516,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021004,P_s,Low,2019,-0.059277976531871404,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021004,P_s,High,2003,0.0300520544497974,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021004,P_s,Low,2015,-0.05435391921095824,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021004,P_s,High,2008,-0.07418437828543056,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021103,CH_s,Low,2019,0.11315677498270846,Cook_Inlet,Precipitation,0,0,1,0,0,1,0
190202021103,CH_s,High,2014,0.15828919715479842,Cook_Inlet,Precipitation,0,0,1,0,0,1,0
190202021103,CH_s,Low,2015,0.11696432693563447,Cook_Inlet,Snowpack,0,0,1,0,0,1,0
190202021103,CH_s,High,2008,0.0890252178599982,Cook_Inlet,Snowpack,0,0,1,0,0,1,0
190202020403,"P_p, CH_p",Low,2019,0.0025644325504380846,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020403,"P_p, CH_p",High,2014,0.04329782241179745,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020403,"P_p, CH_p",Low,2014,0.04329782241179745,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020403,"P_p, CH_p",High,2012,0.04419605831145609,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020101,P_s,Low,2019,0.16101530671723557,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020101,P_s,High,2014,0.26490504720321967,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020101,P_s,Low,2014,0.26490504720321967,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020101,P_s,High,2012,0.17390914154902867,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021001,P_p,Low,2019,0.14563407660346245,Cook_Inlet,Precipitation,0,0,0,1,0,0,0
190202021001,P_p,High,2003,0.16414235884808817,Cook_Inlet,Precipitation,0,0,0,1,0,0,0
190202021001,P_p,Low,2014,0.16504083540761547,Cook_Inlet,Snowpack,0,0,0,1,0,0,0
190202021001,P_p,High,2012,0.13824924594248453,Cook_Inlet,Snowpack,0,0,0,1,0,0,0
190202021303,P_s,Low,2019,0.03876295175503997,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021303,P_s,High,2014,0.15413875475723998,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021303,P_s,Low,2016,0.015483155690324182,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021303,P_s,High,2008,0.024664343020119037,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021404,"DV_p, S_p, P_s, CO_r",Low,2019,0.010652344102895672,Cook_Inlet,Precipitation,0,1,0,1,1,1,1
190202021404,"DV_p, S_p, P_s, CO_r",High,2014,0.05221346367009715,Cook_Inlet,Precipitation,0,1,0,1,1,1,1
190202021404,"DV_p, S_p, P_s, CO_r",Low,2016,0.02073990106005418,Cook_Inlet,Snowpack,0,1,0,1,1,1,1
190202021404,"DV_p, S_p, P_s, CO_r",High,2008,0.06273871717239081,Cook_Inlet,Snowpack,0,1,0,1,1,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",Low,2019,0.12486377932405175,Cook_Inlet,Precipitation,0,0,1,1,0,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",High,2014,0.19494361030827195,Cook_Inlet,Precipitation,0,0,1,1,0,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",Low,2015,0.10540606134510001,Cook_Inlet,Snowpack,0,0,1,1,0,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",High,2008,0.14375658754311416,Cook_Inlet,Snowpack,0,0,1,1,0,1,1
190202020404,"P_p, CH_p",Low,2019,-0.02673003517321225,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020404,"P_p, CH_p",High,2014,0.006668309957849828,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020404,"P_p, CH_p",Low,2015,-0.01394268210101413,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020404,"P_p, CH_p",High,2012,0.003680671662990133,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020102,P_s,Low,2019,0.11442159649730385,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020102,P_s,High,2014,0.21757936275305803,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020102,P_s,Low,2016,0.17045623961448797,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020102,P_s,High,2008,0.10293197335920844,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020704,P_s,Low,2019,-0.05867107019361566,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020704,P_s,High,2009,-0.03899270145293546,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020704,P_s,Low,2015,-0.06572185747709627,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020704,P_s,High,2010,-0.058045442773949255,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021302,"S_p, P_s, CO_s, CH_s",Low,2019,0.0708948968503584,Cook_Inlet,Precipitation,0,1,1,1,1,1,0
190202021302,"S_p, P_s, CO_s, CH_s",High,2014,0.09318679431447717,Cook_Inlet,Precipitation,0,1,1,1,1,1,0
190202021302,"S_p, P_s, CO_s, CH_s",Low,2003,0.08296583032601325,Cook_Inlet,Snowpack,0,1,1,1,1,1,0
190202021302,"S_p, P_s, CO_s, CH_s",High,2002,0.0706915798518434,Cook_Inlet,Snowpack,0,1,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",Low,2019,0.01889484816442534,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",High,2003,0.03910127967634731,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",Low,2015,0.02722315243319588,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",High,2008,0.006221045398221337,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202020502,CO_r,Low,2019,0.108112941150559,Cook_Inlet,Precipitation,0,0,0,0,1,0,1
190202020502,CO_r,High,2014,0.09962403931536032,Cook_Inlet,Precipitation,0,0,0,0,1,0,1
190202020502,CO_r,Low,2014,0.09962403931536032,Cook_Inlet,Snowpack,0,0,0,0,1,0,1
190202020502,CO_r,High,2008,0.10688961888533516,Cook_Inlet,Snowpack,0,0,0,0,1,0,1
190202021401,"CH_s, CO_s, CO_r, DV_p, S_s, P_s",Low,2019,0.06619825217937378,Cook_Inlet,Precipitation,0,1,1,1,1,1,1
190202021401,"CH_s, CO_s, CO_r, DV_p, S_s, P_s",High,2014,0.15430447245414322,Cook_Inlet,Precipitation,0,1,1,1,1,1,1
190202021401,"CH_s, CO_s, CO_r, DV_p, S_s, P_s",Low,2015,0.07329810679651529,Cook_Inlet,Snowpack,0,1,1,1,1,1,1
190202021401,"CH_s, CO_s, CO_r, DV_p, S_s, P_s",High,2012,0.0989163827187142,Cook_Inlet,Snowpack,0,1,1,1,1,1,1
190202020402,"P_p, CH_p",Low,2019,0.27482131074200356,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020402,"P_p, CH_p",High,2014,0.31767969444178673,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020402,"P_p, CH_p",Low,2014,0.31767969444178673,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020402,"P_p, CH_p",High,2001,0.26844161431420677,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020902,"P_s, S_p, K_s, CO_s",Low,2019,0.09158473237714058,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190202020902,"P_s, S_p, K_s, CO_s",High,2003,0.12463520358529284,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190202020902,"P_s, S_p, K_s, CO_s",Low,2016,0.06661922696187868,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190202020902,"P_s, S_p, K_s, CO_s",High,2012,0.0999731831687576,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190202020802,"P_s, CH_s",Low,2019,-0.027260548646557137,Cook_Inlet,Precipitation,0,0,1,1,0,1,0
190202020802,"P_s, CH_s",High,2014,-0.0022718624876691025,Cook_Inlet,Precipitation,0,0,1,1,0,1,0
190202020802,"P_s, CH_s",Low,2015,-0.019194744597047533,Cook_Inlet,Snowpack,0,0,1,1,0,1,0
190202020802,"P_s, CH_s",High,2008,-0.03564111668139901,Cook_Inlet,Snowpack,0,0,1,1,0,1,0
190202020202,P_s,Low,2019,0.1678001875174637,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020202,P_s,High,2014,0.2057513025330679,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020202,P_s,Low,2014,0.2057513025330679,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020202,P_s,High,2008,0.14646994351876808,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",Low,2019,0.044686453856228936,Cook_Inlet,Precipitation,0,1,1,1,1,1,1
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",High,2014,0.10374698394053429,Cook_Inlet,Precipitation,0,1,1,1,1,1,1
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",Low,2014,0.10374698394053429,Cook_Inlet,Snowpack,0,1,1,1,1,1,1
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",High,2012,0.03418713568386093,Cook_Inlet,Snowpack,0,1,1,1,1,1,1
190202020504,K_s,Low,2019,0.14510536805540034,Cook_Inlet,Precipitation,1,0,0,0,0,1,0
190202020504,K_s,High,2014,0.1342576793457856,Cook_Inlet,Precipitation,1,0,0,0,0,1,0
190202020504,K_s,Low,2014,0.1342576793457856,Cook_Inlet,Snowpack,1,0,0,0,0,1,0
190202020504,K_s,High,2008,0.14490304376655355,Cook_Inlet,Snowpack,1,0,0,0,0,1,0
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",Low,2019,0.20225381073158213,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",High,2014,0.23375696401227156,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",Low,2015,0.18038242397399287,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",High,2008,0.2067745739033325,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202021403,"P_s, CO_s, CH_s",Low,2019,0.022254058798480598,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202021403,"P_s, CO_s, CH_s",High,2014,0.07100958812781052,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202021403,"P_s, CO_s, CH_s",Low,2016,0.03999104518627941,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202021403,"P_s, CO_s, CH_s",High,2012,0.04059106701280808,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202021202,P_s,Low,2019,-0.001866126169947584,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021202,P_s,High,2014,0.08184880041007649,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021202,P_s,Low,2016,-0.008703492941271953,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021202,P_s,High,2008,-0.015316946032132848,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",Low,2019,0.20116932945707067,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",High,2014,0.18250323484299638,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",Low,2014,0.18250323484299638,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",High,2008,0.20249253886981997,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",Low,2019,0.20520388681437915,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",High,2014,0.24975831421099456,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",Low,2015,0.17925812277382003,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",High,2008,0.21197818111078207,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020509,"CO_p, CH_s",Low,2019,0.11211463459134675,Cook_Inlet,Precipitation,0,0,1,0,1,1,0
190202020509,"CO_p, CH_s",High,2014,0.1470856883506391,Cook_Inlet,Precipitation,0,0,1,0,1,1,0
190202020509,"CO_p, CH_s",Low,2014,0.1470856883506391,Cook_Inlet,Snowpack,0,0,1,0,1,1,0
190202020509,"CO_p, CH_s",High,2012,0.1091318240825235,Cook_Inlet,Snowpack,0,0,1,0,1,1,0
190202020601,S_s,Low,2019,0.2323976019990682,Cook_Inlet,Precipitation,0,1,0,0,0,1,0
190202020601,S_s,High,2014,0.2748711878140751,Cook_Inlet,Precipitation,0,1,0,0,0,1,0
190202020601,S_s,Low,2014,0.2748711878140751,Cook_Inlet,Snowpack,0,1,0,0,0,1,0
190202020601,S_s,High,2008,0.21639110143563522,Cook_Inlet,Snowpack,0,1,0,0,0,1,0
190202021301,P_s,Low,2019,0.08704834135138377,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021301,P_s,High,2014,0.0763355227909521,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021301,P_s,Low,2014,0.0763355227909521,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021301,P_s,High,2008,0.07148061404251518,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021104,P_s,Low,2019,-0.01215434941178847,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021104,P_s,High,2014,0.02149221339990811,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021104,P_s,Low,2015,-0.0303802735015803,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021104,P_s,High,2008,-0.026568049322325142,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020302,P_s,Low,2019,-0.05649154762048759,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020302,P_s,High,2014,-0.03916148525420838,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020302,P_s,Low,2014,-0.03916148525420838,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020302,P_s,High,2010,-0.059188501565316645,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020510,P_s,Low,2019,-0.06273569827855281,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020510,P_s,High,2014,-0.038468873231767016,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020510,P_s,Low,2014,-0.038468873231767016,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020510,P_s,High,2012,-0.0360841845667154,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",Low,2019,0.5007438089591709,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",High,2001,0.3971873968862269,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",Low,2015,0.49819448005729794,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",High,2013,0.5023219724814847,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203011201,"P_s, CO_p, CH_s",Low,2019,0.048093258126163545,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190203011201,"P_s, CO_p, CH_s",High,2014,0.08846510276200707,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190203011201,"P_s, CO_p, CH_s",Low,2009,0.04350596469005359,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190203011201,"P_s, CO_p, CH_s",High,2008,0.10134135250269545,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",Low,2019,0.19050235521259584,Cook_Inlet,Precipitation,0,1,1,1,1,0,1
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",High,2014,0.18468162705249333,Cook_Inlet,Precipitation,0,1,1,1,1,0,1
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",Low,2015,0.1736672335488111,Cook_Inlet,Snowpack,0,1,1,1,1,0,1
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",High,2010,0.18252020090873217,Cook_Inlet,Snowpack,0,1,1,1,1,0,1
190203011002,"CO_s, DV_p, S_s",Low,2019,0.16825784364485788,Cook_Inlet,Precipitation,0,1,0,0,1,1,0
190203011002,"CO_s, DV_p, S_s",High,2014,0.16437427427439535,Cook_Inlet,Precipitation,0,1,0,0,1,1,0
190203011002,"CO_s, DV_p, S_s",Low,2015,0.14459511175725975,Cook_Inlet,Snowpack,0,1,0,0,1,1,0
190203011002,"CO_s, DV_p, S_s",High,2010,0.13995189246319184,Cook_Inlet,Snowpack,0,1,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",Low,2004,0.4209059255838978,Cook_Inlet,Precipitation,1,0,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",High,2016,0.3352044626762395,Cook_Inlet,Precipitation,1,0,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",Low,2015,0.4360182267447927,Cook_Inlet,Snowpack,1,0,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",High,2001,0.31752355218542405,Cook_Inlet,Snowpack,1,0,0,0,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",Low,2019,0.4884258236729398,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",High,2014,0.38109815153845705,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",Low,2015,0.4985565893165689,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",High,2013,0.4177994990549878,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",Low,2004,0.46629050266132116,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",High,2001,0.37125639059727034,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",Low,2015,0.46418354077380547,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",High,2013,0.47063878515329005,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203011105,CO_s,Low,2019,0.12830720893528014,Cook_Inlet,Precipitation,0,0,0,0,1,1,0
190203011105,CO_s,High,2014,0.17610944799169953,Cook_Inlet,Precipitation,0,0,0,0,1,1,0
190203011105,CO_s,Low,2014,0.17610944799169953,Cook_Inlet,Snowpack,0,0,0,0,1,1,0
190203011105,CO_s,High,2008,0.14856062997294314,Cook_Inlet,Snowpack,0,0,0,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",Low,2019,0.13471012564502705,Cook_Inlet,Precipitation,0,1,1,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",High,2014,0.18542980467421197,Cook_Inlet,Precipitation,0,1,1,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",Low,2015,0.15293815262054422,Cook_Inlet,Snowpack,0,1,1,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",High,2012,0.15163279227951756,Cook_Inlet,Snowpack,0,1,1,0,1,1,0
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",Low,2019,0.21932353664281476,Cook_Inlet,Precipitation,1,0,1,1,1,1,1
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",High,2014,0.2695577791076971,Cook_Inlet,Precipitation,1,0,1,1,1,1,1
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",Low,2015,0.2286056516296333,Cook_Inlet,Snowpack,1,0,1,1,1,1,1
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",High,2008,0.24489608017312037,Cook_Inlet,Snowpack,1,0,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",Low,2019,0.14015237312897236,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",High,2014,0.17486325757377572,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",Low,2014,0.17486325757377572,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",High,2008,0.16709832178930087,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190203010301,"S_s, P_p",Low,2019,0.3249448026689757,Cook_Inlet,Precipitation,0,1,0,1,0,1,0
190203010301,"S_s, P_p",High,2014,0.2698415336574524,Cook_Inlet,Precipitation,0,1,0,1,0,1,0
190203010301,"S_s, P_p",Low,2014,0.2698415336574524,Cook_Inlet,Snowpack,0,1,0,1,0,1,0
190203010301,"S_s, P_p",High,2013,0.27522381237519544,Cook_Inlet,Snowpack,0,1,0,1,0,1,0
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",Low,2019,0.40201450598883476,Cook_Inlet,Precipitation,1,0,0,0,1,1,1
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",High,2014,0.33882363745731864,Cook_Inlet,Precipitation,1,0,0,0,1,1,1
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",Low,2015,0.41646624723556225,Cook_Inlet,Snowpack,1,0,0,0,1,1,1
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",High,2001,0.31512107163684056,Cook_Inlet,Snowpack,1,0,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",Low,2019,0.13110407511689537,Cook_Inlet,Precipitation,0,1,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",High,2014,0.192878328527777,Cook_Inlet,Precipitation,0,1,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",Low,2015,0.15131611130332545,Cook_Inlet,Snowpack,0,1,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",High,2010,0.12831500043894312,Cook_Inlet,Snowpack,0,1,0,0,1,1,1
