HUC12,sp_ls,type,Year,preds_airDL,Region,scenario,Chinook,Sockeye,Chum,Pink,Coho,Spawning,Rearing
190202021004,P_s,Low,2015,-0.046599168778859425,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021004,P_s,High,2012,-0.052464061160955394,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021103,CH_s,Low,2019,0.12264209691239439,Cook_Inlet,Precipitation,0,0,1,0,0,1,0
190202021103,CH_s,High,2014,0.15785289928823007,Cook_Inlet,Precipitation,0,0,1,0,0,1,0
190202021103,CH_s,Low,2015,0.11414647393251702,Cook_Inlet,Snowpack,0,0,1,0,0,1,0
190202021103,CH_s,High,2012,0.0887814327616443,Cook_Inlet,Snowpack,0,0,1,0,0,1,0
190202020403,"P_p, CH_p",Low,2019,0.003308939923916853,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020403,"P_p, CH_p",High,2014,0.040656602904175276,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020403,"P_p, CH_p",Low,2014,0.040656602904175276,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020403,"P_p, CH_p",High,2012,0.05309690248459052,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020101,P_s,Low,2019,0.16137660145512256,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020101,P_s,High,2014,0.2606234531519141,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020101,P_s,Low,2014,0.2606234531519141,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020101,P_s,High,2012,0.16641327519452875,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021001,P_p,Low,2019,0.15593226437312313,Cook_Inlet,Precipitation,0,0,0,1,0,0,0
190202021001,P_p,High,2014,0.16237869731434287,Cook_Inlet,Precipitation,0,0,0,1,0,0,0
190202021001,P_p,Low,2014,0.16237869731434287,Cook_Inlet,Snowpack,0,0,0,1,0,0,0
190202021001,P_p,High,2012,0.13285896598973432,Cook_Inlet,Snowpack,0,0,0,1,0,0,0
190202021402,"DV_r, P_s, DV_s, CH_s",Low,2019,0.128679766543572,Cook_Inlet,Precipitation,0,0,1,1,0,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",High,2014,0.20563943438248738,Cook_Inlet,Precipitation,0,0,1,1,0,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",Low,2015,0.1055743687015074,Cook_Inlet,Snowpack,0,0,1,1,0,1,1
190202021402,"DV_r, P_s, DV_s, CH_s",High,2012,0.14516925559859256,Cook_Inlet,Snowpack,0,0,1,1,0,1,1
190202020404,"P_p, CH_p",Low,2019,-0.02565643810474935,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020404,"P_p, CH_p",High,2014,0.008834231156525313,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020404,"P_p, CH_p",Low,2015,-0.013927681841658391,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020404,"P_p, CH_p",High,2012,0.013729528763559084,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020102,P_s,Low,2019,0.1132163202558423,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020102,P_s,High,2014,0.20646209527327022,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020102,P_s,Low,2016,0.1695767421350585,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020102,P_s,High,2012,0.14599112116182741,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020704,P_s,Low,2019,-0.07108067820250508,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020704,P_s,High,2014,-0.03564068181752932,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020704,P_s,Low,2015,-0.07067566649598579,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020704,P_s,High,2012,-0.061684427805718645,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021302,"S_p, P_s, CO_s, CH_s",Low,2019,0.0747503956402547,Cook_Inlet,Precipitation,0,1,1,1,1,1,0
190202021302,"S_p, P_s, CO_s, CH_s",High,2014,0.08986874251299315,Cook_Inlet,Precipitation,0,1,1,1,1,1,0
190202021302,"S_p, P_s, CO_s, CH_s",Low,2019,0.0747503956402547,Cook_Inlet,Snowpack,0,1,1,1,1,1,0
190202021302,"S_p, P_s, CO_s, CH_s",High,2012,0.08851612352420064,Cook_Inlet,Snowpack,0,1,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",Low,2019,0.03014405446170121,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",High,2014,0.042793538594526045,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",Low,2015,0.03470557117730072,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202020803,"P_s, CO_s, CH_s",High,2012,-0.009731309992804587,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202020502,CO_r,Low,2019,0.11548311731709471,Cook_Inlet,Precipitation,0,0,0,0,1,0,1
190202020502,CO_r,High,2014,0.09684345742948854,Cook_Inlet,Precipitation,0,0,0,0,1,0,1
190202020502,CO_r,Low,2014,0.09684345742948854,Cook_Inlet,Snowpack,0,0,0,0,1,0,1
190202020502,CO_r,High,2012,0.1056601279125849,Cook_Inlet,Snowpack,0,0,0,0,1,0,1
190202020402,"P_p, CH_p",Low,2019,0.2656673450757655,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020402,"P_p, CH_p",High,2014,0.3035376915253189,Cook_Inlet,Precipitation,0,0,1,1,0,0,0
190202020402,"P_p, CH_p",Low,2014,0.3035376915253189,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020402,"P_p, CH_p",High,2012,0.2736239188273969,Cook_Inlet,Snowpack,0,0,1,1,0,0,0
190202020902,"P_s, S_p, K_s, CO_s",Low,2019,0.12546346215421822,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190202020902,"P_s, S_p, K_s, CO_s",High,2014,0.17359009023843538,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190202020902,"P_s, S_p, K_s, CO_s",Low,2016,0.08587211617749783,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190202020902,"P_s, S_p, K_s, CO_s",High,2012,0.13196768441979084,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190202020802,"P_s, CH_s",Low,2019,-0.029202396694987632,Cook_Inlet,Precipitation,0,0,1,1,0,1,0
190202020802,"P_s, CH_s",High,2014,-0.00773277844011494,Cook_Inlet,Precipitation,0,0,1,1,0,1,0
190202020802,"P_s, CH_s",Low,2015,-0.02655502343237561,Cook_Inlet,Snowpack,0,0,1,1,0,1,0
190202020802,"P_s, CH_s",High,2012,-0.049889383485995926,Cook_Inlet,Snowpack,0,0,1,1,0,1,0
190202020202,P_s,Low,2019,0.16578592547738263,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020202,P_s,High,2014,0.21505170679710153,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020202,P_s,Low,2014,0.21505170679710153,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020202,P_s,High,2012,0.12522801710784004,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",Low,2019,0.05767339832865882,Cook_Inlet,Precipitation,0,1,1,1,1,1,1
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",High,2014,0.1119265763350694,Cook_Inlet,Precipitation,0,1,1,1,1,1,1
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",Low,2014,0.1119265763350694,Cook_Inlet,Snowpack,0,1,1,1,1,1,1
190202020203,"S_s, P_s, CO_r, DV_r, S_r, CO_s, CH_r, DV_s, CH_s",High,2012,0.035642465549080744,Cook_Inlet,Snowpack,0,1,1,1,1,1,1
190202020504,K_s,Low,2019,0.15231929933723057,Cook_Inlet,Precipitation,1,0,0,0,0,1,0
190202020504,K_s,High,2014,0.12949884147305332,Cook_Inlet,Precipitation,1,0,0,0,0,1,0
190202020504,K_s,Low,2014,0.12949884147305332,Cook_Inlet,Snowpack,1,0,0,0,0,1,0
190202020504,K_s,High,2012,0.14621262829797263,Cook_Inlet,Snowpack,1,0,0,0,0,1,0
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",Low,2019,0.19720961396400974,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",High,2014,0.23665853702216869,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",Low,2015,0.17637131687743288,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020507,"CO_r, P_p, CH_s, K_p, CO_s, S_s",High,2012,0.17622631079368906,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202021403,"P_s, CO_s, CH_s",Low,2019,0.03225216088328509,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202021403,"P_s, CO_s, CH_s",High,2014,0.07845066748179497,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190202021403,"P_s, CO_s, CH_s",Low,2016,0.05363479239835377,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202021403,"P_s, CO_s, CH_s",High,2012,0.05029064394318585,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190202021202,P_s,Low,2019,-0.008979295972531106,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021202,P_s,High,2014,0.07429693259427135,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021202,P_s,Low,2016,-0.012976349248780567,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021202,P_s,High,2012,0.008631984013106737,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",Low,2019,0.20408598932319488,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",High,2014,0.16405344092767044,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",Low,2014,0.16405344092767044,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020506,"S_p, CH_s, P_p, CO_s, K_p, CO_r",High,2012,0.18436696283833703,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",Low,2019,0.1980575433082225,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",High,2014,0.25165100024913545,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",Low,2015,0.17007837543088036,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020508,"S_p, CH_p, CH_s, OU_s, P_s, K_p, CO_s, CO_r",High,2012,0.19321144646233285,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190202020509,"CO_p, CH_s",Low,2019,0.10967422253476475,Cook_Inlet,Precipitation,0,0,1,0,1,1,0
190202020509,"CO_p, CH_s",High,2014,0.14263056878022864,Cook_Inlet,Precipitation,0,0,1,0,1,1,0
190202020509,"CO_p, CH_s",Low,2014,0.14263056878022864,Cook_Inlet,Snowpack,0,0,1,0,1,1,0
190202020509,"CO_p, CH_s",High,2012,0.10152740764538133,Cook_Inlet,Snowpack,0,0,1,0,1,1,0
190202020601,S_s,Low,2019,0.2299031975078426,Cook_Inlet,Precipitation,0,1,0,0,0,1,0
190202020601,S_s,High,2014,0.27830307613776245,Cook_Inlet,Precipitation,0,1,0,0,0,1,0
190202020601,S_s,Low,2014,0.27830307613776245,Cook_Inlet,Snowpack,0,1,0,0,0,1,0
190202020601,S_s,High,2012,0.23179407671584773,Cook_Inlet,Snowpack,0,1,0,0,0,1,0
190202021301,P_s,Low,2019,0.09177601545999971,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021301,P_s,High,2014,0.07134649863730168,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021301,P_s,Low,2014,0.07134649863730168,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021301,P_s,High,2011,0.05200774238560665,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021104,P_s,Low,2019,-0.006557887457674301,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021104,P_s,High,2014,0.02021092260289028,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202021104,P_s,Low,2015,-0.034481266224161915,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202021104,P_s,High,2012,-0.037928901802966764,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020302,P_s,Low,2019,-0.05914355270557609,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020302,P_s,High,2014,-0.03770413573302846,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020302,P_s,Low,2014,-0.03770413573302846,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020302,P_s,High,2012,-0.0763082874500998,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020510,P_s,Low,2019,-0.06660072362118008,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020510,P_s,High,2014,-0.028062743466367373,Cook_Inlet,Precipitation,0,0,0,1,0,1,0
190202020510,P_s,Low,2014,-0.028062743466367373,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190202020510,P_s,High,2012,-0.02854273008293064,Cook_Inlet,Snowpack,0,0,0,1,0,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",Low,2019,0.5173658186739479,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",High,2016,0.43292256362624715,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",Low,2015,0.5124121735376033,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203010503,"SH_p, P_p, DV_p, CO_s, K_p",High,2013,0.5145453551369599,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203011201,"P_s, CO_p, CH_s",Low,2019,0.03802320699685756,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190203011201,"P_s, CO_p, CH_s",High,2014,0.08707977804181496,Cook_Inlet,Precipitation,0,0,1,1,1,1,0
190203011201,"P_s, CO_p, CH_s",Low,2014,0.08707977804181496,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190203011201,"P_s, CO_p, CH_s",High,2012,0.054454476262448565,Cook_Inlet,Snowpack,0,0,1,1,1,1,0
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",Low,2019,0.1791755060749389,Cook_Inlet,Precipitation,0,1,1,1,1,0,1
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",High,2014,0.16699848585556085,Cook_Inlet,Precipitation,0,1,1,1,1,0,1
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",Low,2015,0.1732688317766708,Cook_Inlet,Snowpack,0,1,1,1,1,0,1
190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",High,2013,0.164674191981234,Cook_Inlet,Snowpack,0,1,1,1,1,0,1
190203011002,"CO_s, DV_p, S_s",Low,2019,0.15836386945793618,Cook_Inlet,Precipitation,0,1,0,0,1,1,0
190203011002,"CO_s, DV_p, S_s",High,2014,0.1548619541671529,Cook_Inlet,Precipitation,0,1,0,0,1,1,0
190203011002,"CO_s, DV_p, S_s",Low,2015,0.1367892496196923,Cook_Inlet,Snowpack,0,1,0,0,1,1,0
190203011002,"CO_s, DV_p, S_s",High,2013,0.13256269454107314,Cook_Inlet,Snowpack,0,1,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",Low,2019,0.43139752601759906,Cook_Inlet,Precipitation,1,0,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",High,2016,0.33533064106997307,Cook_Inlet,Precipitation,1,0,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",Low,2015,0.44756753701486657,Cook_Inlet,Snowpack,1,0,0,0,1,1,0
190203010603,"DV_p, CO_s, K_s",High,2013,0.41279373889372306,Cook_Inlet,Snowpack,1,0,0,0,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",Low,2019,0.4912171642290615,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",High,2014,0.37641028971043833,Cook_Inlet,Precipitation,1,1,0,1,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",Low,2015,0.5015775681862709,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190203010401,"S_s, SH_p, P_p, DV_p, PC_p, CO_s, K_s",High,2013,0.41021817471485417,Cook_Inlet,Snowpack,1,1,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",Low,2019,0.4746492250193258,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",High,2016,0.3931836756679805,Cook_Inlet,Precipitation,1,0,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",Low,2015,0.4691817710812581,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203010604,"K_s, CO_s, DV_p, P_p",High,2013,0.47927296195224844,Cook_Inlet,Snowpack,1,0,0,1,1,1,0
190203011105,CO_s,Low,2019,0.11387068018546402,Cook_Inlet,Precipitation,0,0,0,0,1,1,0
190203011105,CO_s,High,2014,0.1761605810974521,Cook_Inlet,Precipitation,0,0,0,0,1,1,0
190203011105,CO_s,Low,2014,0.1761605810974521,Cook_Inlet,Snowpack,0,0,0,0,1,1,0
190203011105,CO_s,High,2012,0.14594627364015694,Cook_Inlet,Snowpack,0,0,0,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",Low,2019,0.12624344839135068,Cook_Inlet,Precipitation,0,1,1,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",High,2014,0.19052317804349309,Cook_Inlet,Precipitation,0,1,1,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",Low,2015,0.15588868841325415,Cook_Inlet,Snowpack,0,1,1,0,1,1,0
190203011104,"S_s, CH_p, DV_p, CO_p",High,2012,0.15772333270718167,Cook_Inlet,Snowpack,0,1,1,0,1,1,0
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",Low,2019,0.22194677393854523,Cook_Inlet,Precipitation,1,0,1,1,1,1,1
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",High,2014,0.2616926325523426,Cook_Inlet,Precipitation,1,0,1,1,1,1,1
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",Low,2015,0.23073582556152372,Cook_Inlet,Snowpack,1,0,1,1,1,1,1
190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",High,2012,0.2421180561579615,Cook_Inlet,Snowpack,1,0,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",Low,2019,0.13865360585281652,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",High,2014,0.19020158366517848,Cook_Inlet,Precipitation,1,1,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",Low,2014,0.19020158366517848,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",High,2012,0.17435195140103274,Cook_Inlet,Snowpack,1,1,1,1,1,1,1
190203010301,"S_s, P_p",Low,2019,0.3324721659487605,Cook_Inlet,Precipitation,0,1,0,1,0,1,0
190203010301,"S_s, P_p",High,2014,0.2745570839983689,Cook_Inlet,Precipitation,0,1,0,1,0,1,0
190203010301,"S_s, P_p",Low,2014,0.2745570839983689,Cook_Inlet,Snowpack,0,1,0,1,0,1,0
190203010301,"S_s, P_p",High,2013,0.28039062909121937,Cook_Inlet,Snowpack,0,1,0,1,0,1,0
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",Low,2019,0.40883842890761263,Cook_Inlet,Precipitation,1,0,0,0,1,1,1
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",High,2014,0.34239767152070605,Cook_Inlet,Precipitation,1,0,0,0,1,1,1
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",Low,2015,0.42443482918225867,Cook_Inlet,Snowpack,1,0,0,0,1,1,1
190203010702,"DV_p, DV_r, CO_s, K_r, K_s, CO_r",High,2013,0.3385475571986089,Cook_Inlet,Snowpack,1,0,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",Low,2019,0.12905126833972058,Cook_Inlet,Precipitation,0,1,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",High,2014,0.19036491886599577,Cook_Inlet,Precipitation,0,1,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",Low,2015,0.14992812738038191,Cook_Inlet,Snowpack,0,1,0,0,1,1,1
190203011103,"DV_p, S_p, CO_s, CO_r",High,2012,0.15651630524366927,Cook_Inlet,Snowpack,0,1,0,0,1,1,1
190203010802,"SH_p, DV_p, P_s, CO_s, K_r, K_s, CO_r",Low,2019,0.48362135698367914,Cook_Inlet,Precipitation,1,0,0,1,1,1,1
190203010802,"SH_p, DV_p, P_s, CO_s, K_r, K_s, CO_r",High,2016,0.4948014901759424,Cook_Inlet,Precipitation,1,0,0,1,1,1,1
190203010802,"SH_p, DV_p, P_s, CO_s, K_r, K_s, CO_r",Low,2015,0.4844885404549917,Cook_Inlet,Snowpack,1,0,0,1,1,1,1
190203010802,"SH_p, DV_p, P_s, CO_s, K_r, K_s, CO_r",High,2013,0.4891757093045953,Cook_Inlet,Snowpack,1,0,0,1,1,1,1
190203010705,"DV_p, K_s, P_s, SH_p, CO_s, DV_r",Low,2019,0.4972562350517066,Cook_Inlet,Precipitation,1,0,0,1,1,1,1
190203010705,"DV_p, K_s, P_s, SH_p, CO_s, DV_r",High,2016,0.5041693936290643,Cook_Inlet,Precipitation,1,0,0,1,1,1,1
190203010705,"DV_p, K_s, P_s, SH_p, CO_s, DV_r",Low,2015,0.49318263094125653,Cook_Inlet,Snowpack,1,0,0,1,1,1,1
190203010705,"DV_p, K_s, P_s, SH_p, CO_s, DV_r",High,2013,0.47672740059119034,Cook_Inlet,Snowpack,1,0,0,1,1,1,1
190203010501,"K_r, CO_r",Low,2019,0.45855271311138185,Cook_Inlet,Precipitation,1,0,0,0,1,0,1
190203010501,"K_r, CO_r",High,2016,0.37071689567122573,Cook_Inlet,Precipitation,1,0,0,0,1,0,1
190203010501,"K_r, CO_r",Low,2015,0.47028657146249064,Cook_Inlet,Snowpack,1,0,0,0,1,0,1
