OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019
231,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400003844,Cook_Inlet_75000400003844,75000400003844.000000000000000,75000400003844,75000400003844.000000000000000,228630.014708995411638,749366449.934749722480774,566768900.000000000000000,182606500.000000000000000,24.3678265,231,128.000000000000000,12800.000000000000000,522,546,24,525.015625000000114,4.132539274994798,67202.000000000000000,17,523,531,523,529,522,2176,1282.954003160580896,297.955644203438169,0.000013023823158,76.104263305664062,20.486149064235555,11.092904797951022,231,128.000000000000000,12800.000000000000000,0.000013127885722,25.705146789550781,25.705133661665059,4.093024871170938,5.635398992233791,523.907183509880042,2.443265438079834,12.049591922760007,742418900.000000000000000,6956500.000000000000000,0.9283064,,,312439.842568914988078,0.041693865877785,516.470876946328303,499.669684130552184,497.757464950151984,494.354819267137941,503.987065316634414,508.657612726551520,502.648179003486348,502.502604262593934,488.475074590510644,500.315618113711821,500.434062895216471,511.740969629698611,514.452365604130364,498.044038903906767,491.635133951998284,495.938704157964480,491.993315508023670,508.842669066882820,495.368036637192517
232,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400019561,Cook_Inlet_75000400019561,75000400019561.000000000000000,75000400019561,75000400019561.000000000000000,94690.008003631242900,158362275.111249983310699,129601100.000000000000000,28761900.000000000000000,18.1620083,232,391.000000000000000,39100.000000000000000,139,154,15,145.703324808184078,2.796410595622124,56970.000000000000000,16,144,139,145,149,139,2401,1224.780945675458042,398.869986331065036,0.000003400993364,80.118362426757812,28.168956612310819,13.406875637447875,232,391.000000000000000,39100.000000000000000,0.000003400993364,15.812922477722168,15.812919076728804,3.833078968534988,3.221978575116168,1498.733876697180222,2.872317790985107,8.209241867065430,158234000.000000000000000,129000.000000000000000,0.0814584,1701970.563576037529856,1.074732326483942,128587.687798280647257,0.081198434228068,518.365312389210658,512.739381485010995,510.342573963193843,503.681447079726411,518.545542607473294,512.091915423675573,505.201066688592164,515.062377571093634,503.136455204767458,505.890137398594106,506.726029857168896,522.386746378515113,526.395804063158835,508.328258711506692,500.452621828229269,508.276407655885180,499.700385070155733,519.334321195304710,510.291434244057314
233,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400036699,Cook_Inlet_75000400036699,75000400036699.000000000000000,75000400036699,75000400036699.000000000000000,402450.016216816497035,2351927750.188999176025391,1697464200.000000000000000,654475900.000000000000000,27.8270645,233,1007.000000000000000,100700.000000000000000,386,451,65,402.023833167825501,20.171150212560857,404838.000000000000000,65,388,398,389,437,385,3896,1443.503529745514015,555.181729823691171,0.000009486476301,81.946418762207031,22.344539705456533,14.200446564456804,233,1007.000000000000000,100700.000000000000000,0.000009520522326,45.571475982666016,45.571466462143690,9.050815831551835,11.981392154035325,9114.171542372698241,3.032453775405884,27.859130096435550,2325311500.000000000000000,26628600.000000000000000,1.1321973,442735819.158644556999207,18.824380090887853,5412470.413517853245139,0.230129110602267,534.691901071529969,521.177405175568310,521.458173014010072,519.297515259870352,523.496769862297697,528.697683970137746,524.242323118391823,524.015346404082948,516.054678166166127,521.679565480744827,521.911360595674068,532.931355244560564,529.615627320088265,521.089695262577152,515.605578404271228,518.972148359099833,516.659400670674358,528.702476413228737,519.490121980716594
234,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400002218,Cook_Inlet_75000400002218,75000400002218.000000000000000,75000400002218,75000400002218.000000000000000,430440.019217813969590,2755338225.004999637603760,1988303500.000000000000000,767043200.000000000000000,27.8383560,234,4603.000000000000000,460300.000000000000000,317,666,349,356.340864653486506,81.685473980571075,1640237.000000000000000,337,320,380,321,479,317,3896,1428.180824394993806,562.134841341263041,0.000007767463103,81.946418762207031,23.081090635041672,14.434242628709207,234,4603.000000000000000,460300.000000000000000,0.000007767463103,61.954860687255859,61.954852919792756,10.077902139993450,14.872310219644612,46388.583550389848824,2.775008440017700,38.651230621337888,2724011000.000000000000000,31335700.000000000000000,1.1372689,490495536.516989052295685,17.801645259579669,5679188.193355233408511,0.206115827879713,534.593986036596789,521.090484176118252,521.401000267834547,519.190841450409721,523.207498500043926,528.562115164647139,523.502400319459525,524.046595277352367,516.418179229154703,521.343714424507652,521.601991605460171,533.107954287561938,529.764241125205899,521.041685240601964,515.428507571050659,518.900203247804711,516.605887325348249,528.621304836270951,519.380387312096673
235,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400015018,Cook_Inlet_75000400015018,75000400015018.000000000000000,75000400015018,75000400015018.000000000000000,145929.997506139974575,380032825.074499845504761,251444100.000000000000000,128587700.000000000000000,33.8360367,235,1788.000000000000000,178800.000000000000000,76,90,14,83.115771812080666,2.785291669457275,148611.000000000000000,15,83,90,83,87,76,2230,1006.512930760020708,491.858884701810723,0.000001740959533,77.560150146484375,19.518631068739438,14.264459546209736,235,1788.000000000000000,178800.000000000000000,0.000001740959533,10.491436004638672,10.491434263679139,2.100865528825412,2.032201541319642,3756.347565539836978,2.415917396545410,5.139090108871460,378585900.000000000000000,1445900.000000000000000,0.3804682,214148320.348159760236740,56.349953535245042,2444585.853576122783124,0.643256501092214,561.056520624965060,555.792166556282950,550.481155856243390,554.130801201158874,551.331854178461185,558.361814019730559,555.877582764944236,561.046754544297755,549.744306633492442,557.235811166645135,553.775219940310194,564.087809852259397,558.027920303047949,548.497709761827423,547.403176123186654,552.023453925596414,552.984578355973213,551.260646994394165,548.735061459896997
236,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400019625,Cook_Inlet_75000400019625,75000400019625.000000000000000,75000400019625,75000400019625.000000000000000,86760.001103896618588,180905650.032999992370605,132352700.000000000000000,48553600.000000000000000,26.8390865,236,33302.000000000000000,3330200.000000000000000,46,1071,1025,251.330280463635034,194.318816746461579,8369801.000000000000000,1006,49,801,202,533,46,2425,1178.532614397621046,457.545482579526947,0.000000882140171,79.144889831542969,27.733644010350154,13.725319521165744,236,33302.000000000000000,3330200.000000000000000,0.000000882140171,65.676696777343750,65.676695895203579,16.850090911074595,11.540380812444941,561141.727520606131293,14.990000247955322,31.296111106872559,180814500.000000000000000,91800.000000000000000,0.0507445,29307702.075286485254765,16.200545461095498,,,532.983242153535571,521.129386317671674,515.298970793175613,519.349829165708229,516.226169569545050,527.760230572405021,523.587548913438809,531.196821227339569,518.754372291081268,525.290506742995262,520.646641382856728,537.558938522323501,529.243904717519058,513.191706424811514,510.213808474339316,515.147978815551483,520.227716226573762,522.667988345355411,520.585369884847182
237,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400024876,Cook_Inlet_75000400024876,75000400024876.000000000000000,75000400024876,75000400024876.000000000000000,254880.023110475362046,1432629025.015499591827393,1047336200.000000000000000,385301300.000000000000000,26.8945427,237,3668.000000000000000,366800.000000000000000,42,73,31,49.874045801526542,6.754614101313434,182938.000000000000000,28,42,65,52,57,42,3989,1566.282514313686306,666.436291127681216,0.000000784312078,79.278656005859375,22.828876546368495,15.644898576555811,237,3668.000000000000000,366800.000000000000000,0.000000784312078,36.743854522705078,36.743853738393000,2.877303379595560,4.816317105764380,10553.948796356513412,1.520769655704498,6.673746061325075,1429473700.000000000000000,3163800.000000000000000,0.2208374,692821882.757207393646240,48.360173545256195,2344893.071693077683449,0.163677618612237,561.033259048368677,553.519776866811753,553.069991022858517,552.400442035615242,553.246127495965425,556.457575302482383,553.274663340187658,556.033564321358426,553.687317591407918,553.226483814879657,549.473329993936431,563.031103599308040,558.129321533806319,552.059615187419240,548.565837867933510,552.610417996523211,550.665313967962788,557.134223738312926,553.912972539996645
238,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400014699,Cook_Inlet_75000400014699,75000400014699.000000000000000,75000400014699,75000400014699.000000000000000,128720.001805552848964,230301624.816000640392303,187893500.000000000000000,42408100.000000000000000,18.4141579,238,2323.000000000000000,232300.000000000000000,20,24,4,21.842014636246237,0.613739717302931,50739.000000000000000,5,22,24,22,23,14,2318,1005.773093630265521,578.903291311656290,0.000000039931216,77.609107971191406,26.048224869157949,14.457723891604351,238,2323.000000000000000,232300.000000000000000,0.000000222374979,9.446397781372070,9.446397558997091,1.487636690738533,1.655440302203095,3455.780032585612844,0.681052744388580,3.434675455093384,211570600.000000000000000,18731000.000000000000000,8.1332483,7017645.168355868197978,3.047153998137274,2133673.077337980270386,0.926468963926189,512.825499817592004,513.823206097872685,494.707957499652082,503.401287597245755,501.552446765792240,505.994640173950756,507.183949415005941,506.958134861168958,506.939001970396987,510.720236665958225,494.623506638392882,523.583810816944265,517.787995602863589,494.523671695220003,485.642838114386223,491.028390163299605,501.465948762432618,514.592170028447299,499.540541305350644
239,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400014408,Cook_Inlet_75000400014408,75000400014408.000000000000000,75000400014408,75000400014408.000000000000000,436120.017417851660866,2680222575.097999095916748,1918603500.000000000000000,761627500.000000000000000,28.4164867,239,145831.000000000000000,14583100.000000000000000,19,85,66,29.786389725092619,6.257778080799635,4343779.000000000000000,66,27,61,28,38,19,3989,1306.048162938228415,697.679036277917248,0.000000057643376,79.278656005859375,21.440981003400626,15.537425059740601,239,145831.000000000000000,14583100.000000000000000,0.000000057643376,28.892753601074219,28.892753543430842,1.176745651135356,1.527135464870720,171605.995050720113795,0.678243756294250,3.367020845413208,2669975400.000000000000000,10255600.000000000000000,0.3826387,1259165079.998325109481812,46.979869944281972,36721809.139298662543297,1.370102971315954,556.801343793876299,549.738894448559790,546.896403455102245,548.695950402653011,547.881232665818629,553.139730530106476,550.127863241289788,553.497512757249524,548.181447198771821,550.499892638915298,546.863416163779902,559.349531525076600,554.348439893736440,546.037424844076895,542.912234239675627,546.734050710106089,547.608727401444753,550.986436266241867,547.941460948721669
240,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400004841,Cook_Inlet_75000400004841,75000400004841.000000000000000,75000400004841,75000400004841.000000000000000,41859.995901800662978,40151474.993499986827374,26910900.000000000000000,13240400.000000000000000,32.9762688,240,449.000000000000000,44900.000000000000000,7,197,190,38.886414253897556,38.515817105711243,17460.000000000000000,117,11,59,22,95,7,1931,1093.372289315663693,330.472777793165960,0.000000173808758,75.424797058105469,30.093168498516821,9.282351673545090,240,449.000000000000000,44900.000000000000000,0.000000173808758,43.369045257568359,43.369045083759602,11.075628149181830,9.017536096284882,4972.957038982641279,9.333044052124023,23.716084671020504,40151300.000000000000000,0.000000000000000,0.0000000,,,,,504.276216616009378,502.776512872951116,482.706075029680562,492.976797250789389,494.243997132655068,502.491305572884698,496.055618169747390,506.179523819112546,493.860179725079718,507.586185635224410,496.316171735064813,513.590396414822408,513.077605812384945,478.910153398467855,481.649274458105651,481.392066189446325,496.246294302330114,498.221181223932660,493.020203976900802
241,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400004888,Cook_Inlet_75000400004888,75000400004888.000000000000000,75000400004888,75000400004888.000000000000000,92370.004604071888025,142561125.173249781131744,95377600.000000000000000,47180900.000000000000000,33.0958176,241,56575.000000000000000,5657500.000000000000000,94,526,432,254.300344675210425,76.042142947704761,14387042.000000000000000,432,248,94,249,341,94,2211,1078.083973947548657,465.949091180739686,0.000002213995458,73.801170349121094,25.891933670883621,13.144972323878902,241,56575.000000000000000,5657500.000000000000000,0.000002213995458,61.000019073486328,61.000016859490870,8.041478092403180,8.662367274339967,454946.623077709926292,4.731735229492188,19.859835052490233,142426300.000000000000000,132200.000000000000000,0.0927339,4668296.381139337085187,3.274592828491015,390242.000474408734590,0.273736616486550,514.068471904253784,509.992501937505551,494.453962121560096,497.799894266232627,506.314761929632482,508.573628845978192,504.482651426257064,507.620086197299258,505.378203542694052,504.031836671449753,498.038155912830405,521.029550565050727,519.347713736777678,497.783207969674436,492.180221716223457,487.767677936935229,496.912946486820829,511.543810790532007,501.931828544727125
242,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400009917,Cook_Inlet_75000400009917,75000400009917.000000000000000,75000400009917,75000400009917.000000000000000,132320.004105679574423,228499049.784750670194626,186382600.000000000000000,42117600.000000000000000,18.4321938,242,80.000000000000000,8000.000000000000000,23,24,1,23.437499999999996,0.496078370824610,1875.000000000000000,2,23,24,23,24,14,2318,1013.526094506700474,574.531284436032024,0.000000039931216,77.609107971191406,26.229598921447941,14.356008873622436,242,80.000000000000000,8000.000000000000000,0.000000580079757,3.435855388641357,3.435854808561601,1.573567388171814,1.301958130491009,125.885391053745153,1.918681323528290,2.872614383697510,210896800.000000000000000,17603400.000000000000000,7.7038884,7017645.168355869129300,3.071192276277118,2133673.077337979804724,0.933777658746472,512.825499817592004,513.823206097872685,494.707957499652082,503.401287597245755,501.552446765792240,505.994640173950756,507.183949415005941,506.958134861168958,506.939001970396987,510.720236665958225,494.623506638392882,523.583810816944265,517.787995602863589,494.523671695220003,485.642838114386223,491.028390163299605,501.465948762432618,514.592170028447299,499.540541305350644
243,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400034535,Cook_Inlet_75000400034535,75000400034535.000000000000000,75000400034535,75000400034535.000000000000000,231530.003109479759587,876461399.904500126838684,603664800.000000000000000,272795800.000000000000000,31.1247082,243,28957.000000000000000,2895700.000000000000000,45,2034,1989,1004.105570328417457,609.972158599938552,29075885.000000000000000,1957,52,1900,1221,1697,45,3038,1074.585091332133288,602.447719000819802,0.000001046644002,77.560150146484375,18.664349095747667,14.992035079393329,243,28957.000000000000000,2895700.000000000000000,0.000001046644002,63.944129943847656,63.944128897203655,30.474168009956273,13.439356645809722,882440.483064303756692,33.442535400390625,45.086329650878909,872318200.000000000000000,4142400.000000000000000,0.4726282,492431968.767000615596771,56.184102211535659,29672296.638881310820580,3.385465308810454,561.432842193671490,556.493279872358130,552.082967234341027,555.393661916060523,553.540479867666932,559.425860794279174,556.963146380223179,560.819716387346375,552.310762525657992,557.739287394885650,555.162382928185934,564.119603359042912,559.362430214016626,550.649575729234471,549.751684898015583,553.144035839799812,554.773016883808282,553.772517103660334,551.288824407607535
244,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400000017,Cook_Inlet_75000400000017,75000400000017.000000000000000,75000400000017,75000400000017.000000000000000,799240.021927324938588,8677700500.042749404907227,6379249100.000000000000000,2298503200.000000000000000,26.4873104,244,19252.000000000000000,1925200.000000000000000,4,10,6,6.783451070018684,0.744751268580416,130595.000000000000000,7,7,10,7,7,4,3989,1244.812168711024697,638.421878447714334,0.000000002974903,81.946418762207031,22.666537792063046,14.937349677754728,244,19252.000000000000000,1925200.000000000000000,0.000000007519924,11.424012184143066,11.424012176623142,0.573058327438300,1.372562674540639,11032.518919842152172,0.000000177634092,2.444991350173950,8551762600.000000000000000,125989700.000000000000000,1.4518702,1843378659.360263109207153,21.242708933676404,52589979.346712365746498,0.606035888729431,532.952527032833927,524.797697190337090,519.806856982724980,520.636798981806237,524.675287114720277,528.054616784297650,523.787236897968114,526.372106867914340,519.911254279084233,524.176259179792055,521.250501185303165,534.913954260487344,533.514250549926714,520.904899006284154,514.519019233139829,518.459187656022777,519.239255182224952,529.152947234130011,520.902896747298200
245,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400028963,Cook_Inlet_75000400028963,75000400028963.000000000000000,75000400028963,75000400028963.000000000000000,593160.022718877764419,5149838800.039250373840332,3792514600.000000000000000,1357371100.000000000000000,26.3573055,245,9438.000000000000000,943800.000000000000000,91,213,122,137.995337995337820,49.256172864469050,1302400.000000000000000,123,94,213,101,209,91,3896,1312.132371947593811,553.954266579276577,0.000001981585001,81.946418762207031,24.042893172873281,14.265339492696624,245,9438.000000000000000,943800.000000000000000,0.000001981585001,44.227062225341797,44.227060243756796,7.785812944678144,11.135908234977347,73482.502571872319095,2.852371692657471,29.164507675170899,5098023700.000000000000000,51862000.000000000000000,1.0070515,572427011.556084871292114,11.115435526869735,10395947.437900103628635,0.201869375752516,526.204313552555163,515.740618150454793,513.139998092042674,510.779001022363275,518.846127081542818,520.988499675221533,514.620462789050862,518.100109210101891,509.418789428042089,514.705677247529479,513.657862598836346,526.316246097416638,526.706093737031210,514.656578568240548,506.975366856504024,511.716245998493491,509.080806906047428,522.656254768187750,512.664197385885359
246,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400000163,Cook_Inlet_75000400000163,75000400000163.000000000000000,75000400000163,75000400000163.000000000000000,62309.994202562680584,58055850.018249876797199,50460600.000000000000000,7598800.000000000000000,13.0879755,246,24542.000000000000000,2454200.000000000000000,120,279,159,214.250957542173069,42.512685050565032,5258147.000000000000000,160,202,279,222,260,120,2037,605.377410031793943,451.136110510473372,0.000002743621963,76.521598815917969,16.902980253812988,13.064404995951785,246,24542.000000000000000,2454200.000000000000000,0.000002777011559,39.285236358642578,39.285233581631019,9.886106816116992,8.626425220476463,242624.833481143228710,8.045017719268799,22.970734024047854,57754100.000000000000000,305300.000000000000000,0.5258408,,,545077.246353981667198,0.938884274681426,489.258184582814010,489.262777905310259,459.465579066775604,478.144702044983774,486.652085840282155,482.595963954510978,476.030888503480696,482.052596052636318,482.826002406675684,477.486863292037071,481.547806749131496,492.791890703785043,507.251090415719375,475.882817950123638,459.905563954195770,471.130087888367711,470.930848494326767,487.369319063399530,478.422462597093897
247,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400024863,Cook_Inlet_75000400024863,75000400024863.000000000000000,75000400024863,75000400024863.000000000000000,74789.992103366079391,117650500.120249927043915,77862800.000000000000000,39786600.000000000000000,33.8179359,247,35097.000000000000000,3509700.000000000000000,205,1638,1433,507.247798957176656,315.335068050914401,17802876.000000000000000,1396,302,1357,355,1056,205,2647,1300.867250491711047,429.280881284937095,0.000005159708508,80.411239624023438,28.652519327730193,13.479452951503767,247,35097.000000000000000,3509700.000000000000000,0.000005159708508,74.984138488769531,74.984133329061024,14.006478265670188,14.011109770315286,491585.367690226587001,7.788122177124023,36.660252380371098,117638900.000000000000000,10500.000000000000000,0.0089248,11365558.590572882443666,9.660442224177720,,,532.182479468654606,523.778286162104678,520.522783796592535,516.096008139441096,523.830189529230893,526.544872307041601,520.655971046169725,525.091602677101378,522.380984518406194,518.600820743666532,515.979024967405849,535.010026400476477,533.425840675771497,520.142026223673497,513.337410135535265,516.554838358713369,516.475900429584044,530.441980154589942,520.377899929792648
248,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400010059,Cook_Inlet_75000400010059,75000400010059.000000000000000,75000400010059,75000400010059.000000000000000,156389.999905368196778,392538975.105249822139740,320012100.000000000000000,72525000.000000000000000,18.4759598,248,33038.000000000000000,3303800.000000000000000,167,386,219,234.797566438647038,55.266381351527393,7757242.000000000000000,220,182,386,209,318,167,2464,1222.382483082489216,456.113680963603883,0.000004019778771,76.463745117187500,26.438542124869649,13.661544796001390,248,33038.000000000000000,3303800.000000000000000,0.000004019778771,69.456855773925781,69.456851754147010,12.301434142677403,14.134512127859988,406414.781205776031129,3.436220765113831,34.397791671752927,391475400.000000000000000,1061700.000000000000000,0.2704712,7247522.673831028863788,1.846319253237919,282467.784650316345505,0.071959169041642,515.283942076231938,510.638216342995918,508.397547968348761,501.392023821498469,517.658047439468078,512.856339221606163,504.179675677444891,512.006489892599575,499.927257983493064,503.699230119974118,505.333679477392138,517.566989484419992,524.680099616332996,507.718941688210180,498.970552889516796,505.403012443627517,498.841384644203401,518.004921952077211,504.890546739892784
249,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400014878,Cook_Inlet_75000400014878,75000400014878.000000000000000,75000400014878,75000400014878.000000000000000,541230.013119712471962,4241732150.015249729156494,3071118200.000000000000000,1170672100.000000000000000,27.5985374,249,2472.000000000000000,247200.000000000000000,171,321,150,256.362864077669087,33.815015951070407,633729.000000000000000,140,272,173,266,295,171,3896,1370.435815745062200,544.493561112162411,0.000004018170330,81.946418762207031,24.075293566482607,14.271798346418640,249,2472.000000000000000,247200.000000000000000,0.000004018170330,53.214256286621094,53.214252268450764,12.959642046997754,9.075505203051891,32036.235140178447182,11.052258491516113,25.961124229431153,4192684100.000000000000000,49106200.000000000000000,1.1576762,562579056.076370835304260,13.262955702527051,8972924.555618677288294,0.211539159906323,529.608443288583544,517.747214212553104,516.578877697382268,513.858282506552200,520.650085319819823,524.199396069712861,518.093955266237344,520.770651949608464,512.061008098917910,517.936020544416351,516.560064259164506,529.122085288269886,528.041587641868659,517.837412028880067,510.489383897885546,514.928331507177177,512.523932910167673,525.224116802530148,515.341277504103118
250,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400024244,Cook_Inlet_75000400024244,75000400024244.000000000000000,75000400024244,75000400024244.000000000000000,453910.015318658552133,3068705424.853749752044678,2235152700.000000000000000,833558800.000000000000000,27.1631527,250,48202.000000000000000,4820200.000000000000000,13,22,9,16.099975104767474,1.348470650749302,776051.000000000000000,10,16,22,16,18,13,3989,1235.141251043016837,713.183930922042578,0.000000039526789,79.278656005859375,21.346053723452293,15.561080758677686,250,48202.000000000000000,4820200.000000000000000,0.000000039526789,13.499767303466797,13.499767263940008,0.810709489553421,1.380660341824383,39077.818815454025753,0.000000431170605,2.872599124908447,3032109400.000000000000000,36602100.000000000000000,1.1927514,1266283351.423040390014648,41.264415318827474,38918589.217315517365932,1.268241288398358,550.750620918712912,544.722866366188896,539.530850855067797,542.797162240153284,541.351478199007261,547.148616611019406,544.544328417254746,547.237997864771273,542.553317267210900,545.322209203884654,540.327324814850272,554.425864172309730,549.339952017161522,539.093863260383614,535.199373641240868,539.017823632959903,541.676982609933589,545.696041190456981,541.328577269508173
251,1,D:\GIS\AKSSF_awcHuc12_cv\AKSSF_awcHuc12_cv.gdb\Cook_Inlet_Watersheds\Cook_Inlet_wtd_75000400009643,Cook_Inlet_75000400009643,75000400009643.000000000000000,75000400009643,75000400009643.000000000000000,103650.001503108986071,130474424.921000316739082,110542000.000000000000000,19917900.000000000000000,15.2674503,251,121.000000000000000,12100.000000000000000,114,121,7,117.074380165289256,1.330912129009198,14166.000000000000000,8,117,114,117,119,114,2109,941.789353663465249,462.543466454350209,0.000002671353968,74.352310180664062,22.372627716658751,14.011426714033849,251,121.000000000000000,12100.000000000000000,0.000002921693067,5.762394905090332,5.762391983397265,2.255556282187700,1.471494973747221,272.922310144711673,2.418638944625854,4.101405143737793,130327600.000000000000000,132300.000000000000000,0.1014105,486583.891461805789731,0.372934306287552,269351.855480404454283,0.206440346944232,508.867428228899826,504.572706396525064,490.207760834844294,494.952735149230250,508.971278728744664,502.341421917231514,494.726019259550014,502.545686452318705,494.646589488417931,499.748001493177583,498.890918972037412,511.073410646170998,520.781191942797363,497.218759712179917,484.048004309611713,494.332240838033727,491.868819989981716,508.240328254123881,500.591430805609377
