OID_,cat_ID_con,dist_catch_coast_km,HUC12,HUC12_Review,DsContAreaSqKm,MERGE_SRC,sp_ls,AWC_CODE,sa_sp_hab,sa_sp_count
891,Bristol_Bay_1025533,48.667911423844309,190302030801,0,131.318800000000010,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_s, P_s, CO_s, CH_s",322-10-10080-2011-3130-4018,1,4
892,Bristol_Bay_1025683,41.182418757378969,190302030602,0,186.900703999999990,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, K_s, CO_p, CH_s",322-10-10080-2011-3156,1,2
893,Bristol_Bay_1025783,11.148523528638602,190302030401,0,118.423103999999995,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_p, OP_p",322-10-10080-2016,2,0
894,Bristol_Bay_1026233,22.456193936068257,190302030302,0,206.250495999999998,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, CH_s, S_s, K_s, CO_p",322-10-10080-2051,1,3
895,Bristol_Bay_1026463,23.485287054331948,190302031104,0,270.027903999999978,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_p, K_p, DV_p, S_p",322-10-10080-2058,2,0
896,Bristol_Bay_1026613,47.183779837820630,190302030605,0,753.571584000000030,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_p, CH_s, DV_p, K_s, CO_p",322-10-10080-2011-3156,1,2
897,Bristol_Bay_1026983,19.059999404590641,190302031105,0,3913.339903999999933,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, P_p, AL_p, CH_p, S_p, K_p, CO_p",322-10-10080,2,0
898,Bristol_Bay_1027852,52.469083365320749,190302030903,0,118.273904000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_s, CH_s",322-10-10080-2011-3108,1,2
899,Bristol_Bay_1028212,50.517112982113481,190302030702,0,146.477696000000009,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_s, P_p, CO_s, CH_s",322-10-10080-2011-3162,1,3
900,Bristol_Bay_1028322,47.785525327540924,190302030703,0,248.779008000000005,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, P_p, CH_s, S_p, K_s, CO_p",322-10-10080-2011-3162,1,2
901,Bristol_Bay_1029732,45.109372996000069,190302030503,0,338.185600000000022,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_p, DV_p, CO_p, K_p",322-10-10080-2011-3156-4009,2,0
902,Bristol_Bay_1029872,54.812265868792224,190302030802,0,218.283391999999992,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, CH_s, P_s, S_p, K_s",322-10-10080-2011-3130,1,4
903,Bristol_Bay_1030072,6.888764915100126,190302030402,0,192.789792000000006,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"OP_p, CO_p",322-10-10080-2016,2,0
904,Bristol_Bay_1030462,33.346377049567089,190302030301,0,98.688096000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, CH_s, S_s, K_s, CO_p",322-10-10080-2051,1,3
905,Bristol_Bay_1030642,12.167672200192410,190302031108,0,193.110095999999999,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_p, CO_p",322-10-10080-2031,2,0
906,Bristol_Bay_1031022,57.117576262283528,190302030902,0,1445.600255999999945,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, CO_s, CH_s, S_s, P_s, K_p",322-10-10080-2011,1,4
907,Bristol_Bay_2019750,43.269423854443914,190302050104,0,402.364895999999987,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2207-3301,1,1
908,Bristol_Bay_2020120,41.637988911687557,190302050105,0,512.372991999999954,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2207-3301,1,1
909,Bristol_Bay_2040341,41.332284766572990,190302050301,0,932.959807999999953,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2207-3301,1,1
910,Bristol_Bay_2041261,38.122912725149540,190302050303,0,1136.926848000000064,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2207-3301,1,1
911,Bristol_Bay_2042341,33.052279247244442,190302050405,0,425.834815999999989,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2207-3351,1,1
912,Bristol_Bay_2060975,82.472015385355363,190302061204,0,90.980896000000001,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_p, S_s",324-10-10150-2131-3127,1,1
913,Bristol_Bay_2061205,60.421654562891170,190302061501,0,141.629904000000010,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, K_s, CH_s, CO_p",324-10-10150-2053,1,2
914,Bristol_Bay_2061325,81.171867185822109,190302061206,0,176.135999999999996,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_r, CH_p, CO_p, S_s",324-10-10150-2131-3121,1,1
915,Bristol_Bay_2063167,63.759227165457602,190302061902,0,89.609104000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,CO_s,324-10-10150-2010-3056,1,1
916,Bristol_Bay_2063257,41.077720944306634,190302061805,0,65.798800000000000,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2010-3070-4035,1,1
917,Bristol_Bay_2064245,37.854523609701729,190302060604,0,90.900000000000006,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_s, CO_p",324-10-10150-2196-3008,1,1
918,Bristol_Bay_2064327,30.790404688777972,190302062005,0,127.493799999999993,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,CO_p,324-10-10150-2010-3030,2,0
919,Bristol_Bay_2064385,64.249919343600169,190302061302,0,106.251999999999995,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,CO_p,324-10-10150-2097-3076,2,0
920,Bristol_Bay_2065025,36.593913997740387,190302060906,0,52.278199999999998,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2320,1,1
921,Bristol_Bay_2065485,21.667618181246635,190302060403,0,238.309504000000004,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2280,1,1
922,Bristol_Bay_2065885,27.111860696561585,190302060404,0,333.983391999999981,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, K_s, S_s",324-10-10150-2280,1,2
923,Bristol_Bay_2066555,49.727561416013536,190302060909,0,104.253399999999999,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_p, AC_p, CO_p, S_s",324-10-10150-2182,1,1
924,Bristol_Bay_2066734,10.366630310438344,190302060202,0,54.006900000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2402-3040,1,1
925,Bristol_Bay_2066827,58.886906523009877,190302061702,0,61.831899999999997,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_p, CO_s",324-10-10150-2010-3090-4011,1,1
926,Bristol_Bay_2067075,40.111349606194842,190302060605,0,315.575903999999980,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"P_p, CH_s, S_s, AC_p, W_p, CO_p",324-10-10150-2196,1,2
927,Bristol_Bay_2067097,38.528058528329616,190302061802,0,131.953399999999988,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2010-3070,1,1
928,Bristol_Bay_2067114,50.493596141383939,190302060905,0,37.786200000000001,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, CO_r, S_s",324-10-10150-2239,1,1
929,Bristol_Bay_2067195,13.296183655996654,190302060502,0,35.069000000000003,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,CO_p,324-10-10150-2240-3030,2,0
930,Bristol_Bay_2067465,91.894197798207003,190302061202,0,267.042704000000015,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, CH_s, S_p, CO_r, P_s, K_s, AC_p",324-10-10150-2131,1,4
931,Bristol_Bay_2067604,57.729577420346004,190302060907,0,63.964399999999998,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, S_s",324-10-10150-2211,1,2
932,Bristol_Bay_2068087,46.017688113442397,190302062001,0,68.701599999999999,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,CO_r,324-10-10150-2010-3035,2,0
933,Bristol_Bay_2068147,69.542659592477563,190302061901,0,1358.406656000000112,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, CH_s, AC_p, S_p, K_s, W_p",324-10-10150-2010,1,3
934,Bristol_Bay_2068305,20.731437428966121,190302060503,0,397.975008000000003,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_p, S_s",324-10-10150-2240,1,1
935,Bristol_Bay_2068474,83.232640694509598,190302060912,0,52.204300000000003,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_p, S_s, AC_p",324-10-10150-2167,1,1
936,Bristol_Bay_2068514,63.960088125583596,190302060911,0,39.915300000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2191,1,1
937,Bristol_Bay_2068597,51.011963922564853,190302061807,0,584.575487999999950,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CH_s, S_s, S_r, AC_p, W_p",324-10-10150-2010-3070-0020,1,2
938,Bristol_Bay_2068715,91.822626892076570,190302061203,0,100.346400000000003,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,CO_r,324-10-10150-2131-3133,2,0
939,Bristol_Bay_2068895,81.656614478664309,190302061205,0,520.788000000000011,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, CH_s, S_p, CO_r, P_s, K_s, AC_p",324-10-10150-2131,1,4
940,Bristol_Bay_2069087,77.119164143237626,190302061808,0,923.367615999999998,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CH_s, S_s, S_r, AC_p, W_p",324-10-10150-2010-3070-0010,1,2
941,Bristol_Bay_2069134,61.542280549390966,190302060910,0,90.267600000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2195,1,1
942,Bristol_Bay_2069144,15.314615445457074,190302060206,0,77.820096000000007,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_s, DV_p, CO_p",324-10-10150-2402-3014,1,1
943,Bristol_Bay_2069287,68.843362314502869,190302061809,0,1021.727231999999958,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CH_s, AC_p, S_p, K_s, W_p, CO_p",324-10-10150-2010-3070,1,2
944,Bristol_Bay_2069334,83.741381690400289,190302060913,0,180.510096000000004,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_p, S_s, CO_s, AC_p",324-10-10150-2167,1,2
945,Bristol_Bay_2069365,20.395090895798443,190302060908,0,88.575103999999996,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2226,1,1
946,Bristol_Bay_2069504,102.029576133885300,190302061201,0,136.647999999999996,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, CH_s, S_s, S_p, CO_r, P_s, K_s, AC_p",324-10-10150-2131,1,5
947,Bristol_Bay_2069737,48.157455495522321,190302061904,0,2710.238719999999830,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_s, CH_s, AC_p, P_s, S_p, K_s, K_r, W_p",324-10-10150-2010,1,4
948,Bristol_Bay_2069835,63.554547219738240,190302061301,0,85.704599999999999,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, K_s, CO_p, CH_s",324-10-10150-2097,1,2
949,Bristol_Bay_2069987,36.949187092928973,190302062003,0,3128.795904000000064,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"P_p, CO_s, CH_s, AC_p, S_p, K_s, W_p",324-10-10150-2010,1,3
950,Bristol_Bay_2070127,15.029173405884693,190302062008,0,3647.897599999999784,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"W_p, P_p, K_p, AC_p, CH_p, S_p, CO_p",324-10-10150-2010,2,0
951,Bristol_Bay_2070217,17.596189768729285,190302062204,0,19978.960896000000503,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, P_p, AC_p, CH_p, S_p, K_p, W_p, CO_p",324-10-10150,2,0
952,Bristol_Bay_2070527,0.114166502369479,190302062208,0,24324.444159999999101,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CH_p, S_p, DV_p, AC_p, K_p, W_p, CO_p, P_p",324-10-10150,2,0
953,Bristol_Bay_2070574,22.103753449518312,190302060103,0,89.734800000000007,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2341-3101,1,1
954,Bristol_Bay_2072044,42.540976122231548,190302060302,0,156.303599999999989,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_s, CO_p, AC_p",324-10-10150-2267,1,1
955,Bristol_Bay_2072204,10.400804542336664,190302060201,0,88.394496000000004,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, S_s",324-10-10150-2402,1,1
956,Bristol_Bay_2072244,31.148928811275333,190302060901,0,92.460303999999994,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2301,1,1
957,Bristol_Bay_2073174,17.307985179875157,190302060203,0,82.520095999999995,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, CO_p, S_s",324-10-10150-2402-3025,1,1
958,Bristol_Bay_2073484,15.087475828285822,190302060205,0,332.578111999999976,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, P_p, S_s, CH_p, K_p, CO_p",324-10-10150-2402,1,1
959,Bristol_Bay_2073634,18.343998262836063,190302060207,0,485.316416000000004,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"DV_p, P_p, S_s, CH_p, K_p, CO_p",324-10-10150-2402,1,1
960,Bristol_Bay_2073694,80.647325509646507,190302060701,0,52.180799999999998,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"K_p, CO_r, S_s",324-10-10150-2183-3054,1,1
961,Bristol_Bay_2074054,77.055537953205203,190302060702,0,165.115007999999989,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_r, CO_s, CH_s, S_s, S_r, K_s, K_r",324-10-10150-2183,1,4
962,Bristol_Bay_2074294,41.850857082790071,190302060902,0,98.019599999999997,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, S_s",324-10-10150-2273,1,1
963,Bristol_Bay_2074724,70.234067759775286,190302060703,0,325.145600000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_s, K_p, CO_s",324-10-10150-2183-3010,1,2
964,Bristol_Bay_2074794,67.374415313540496,190302060704,0,352.578304000000003,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"CO_r, P_p, CO_s, CH_s, S_s, AC_p, S_r, K_s",324-10-10150-2183,1,4
965,Bristol_Bay_2075404,19.829764145546033,190302060104,0,383.013504000000012,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_s, AC_p",324-10-10150-2341,1,1
966,Bristol_Bay_2076174,45.931404585931602,190302060903,0,64.741500000000002,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"AC_p, CO_p, S_s",324-10-10150-2261,1,1
967,Bristol_Bay_2076202,35.427224326755429,190302050503,0,81.351904000000005,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,S_s,324-10-10150-2207-3214-4250,1,1
968,Bristol_Bay_2076254,43.524108295938802,190302060904,0,126.156000000000006,D:\GIS\outputs_20230503\outputs_20230503.gdb\AKSSF_TauDEM_awcHuc12_outlet_cats_points,"S_s, AC_p, CO_p",324-10-10150-2261,1,1
