"SiteID","Year","TempSens_Z","TrendLoad_Z","Region","TempSens"
"CIK_38",2011,0.920118794862757,-0.28808135874069,"Cook Inlet",0.869578353753985
"CIK_39",2011,0.742223844876203,0.213389412962919,"Cook Inlet",0.784515186683707
"CIK_40",2011,0.597893439584089,0.415635237276446,"Cook Inlet",0.800763000964163
"CIK_43",2011,0.732183289061414,0.256960039636286,"Cook Inlet",0.767550980425586
"CIK_45",2011,0.364551919480729,0.561394974672729,"Cook Inlet",0.697303808267706
"CIK_46",2011,0.367822082445475,0.58650021412674,"Cook Inlet",0.2052932920062
"CIK_48",2011,0.24798339166362,0.946986323135763,"Cook Inlet",0.131661307165305
"CIK_5",2011,0.784867381522753,0.0192546031133051,"Cook Inlet",0.675963677245656
"CIK_6",2011,0.77538796510968,-0.0216869164181628,"Cook Inlet",0.767904206990718
"CIK_7",2011,0.681460923137653,-0.000508094770269517,"Cook Inlet",0.703894150363577
"CIK_8",2011,0.74791676989765,0.048779544578438,"Cook Inlet",0.775163910860217
"CIK_9",2011,0.799182444880289,-0.0824384181333806,"Cook Inlet",0.724730497686465
"fws_GELO",2011,0.108600661355985,0.877243649114168,"Bristol Bay",0.152607610693892
"fws_kdk_aforv01",2011,0.403376455712947,0.581171338594979,"Kodiak",0.477550371761662
"fws_KULR",2011,0.195908055209939,0.807129705602622,"Bristol Bay",0.189031647254906
"fws_Long Lake Creek",2011,0.712059965868817,0.236127106829715,"Copper",0.583990422585404
"fws_NCLO",2011,0.0493753442525773,0.906350969509647,"Bristol Bay",0.0511590712567854
"fws_Newhalen River",2011,-0.0580672090107108,0.782483934263184,"Bristol Bay",-0.0566482348810873
"fws_OSLR2",2011,0.223233044831405,0.72449973311846,"Bristol Bay",0.21979494644166
"fws_PULR",2011,0.238193759502857,0.750697745022688,"Bristol Bay",0.184632272324565
"fws_SLLR",2011,0.295236776738862,0.618700049902447,"Bristol Bay",0.239982798454966
"fws_TOLO",2011,0.116667060469091,0.72713299316813,"Bristol Bay",0.159533692259134
"fws_TOLR",2011,0.124141738383858,0.865306611991557,"Bristol Bay",0.131851892300137
"NPS_Caribou Creek",2011,0.668962523736548,0.362226146135181,"Copper",0.507637624067978
"NPS_Chulitna_SiteB",2011,0.511057351425771,0.330408927433145,"Bristol Bay",0.417131248401071
"NPS_Crystal Creek",2011,0.732888421688283,-0.0831539208909811,"Copper",0.637968814689315
"NPS_Gilahina River",2011,0.692838597801182,0.547386310475711,"Copper",0.368706039653043
"NPS_Hardenburg_Bay",2011,-0.141507447917345,0.909040943309112,"Bristol Bay",-0.102933908352041
"nps_KATM_naknlo",2011,0.373815830943003,0.494302135191124,"Bristol Bay",0.244077346319314
"NPS_Long Lake Creek",2011,0.718415835973771,0.224605103342907,"Copper",0.595613236397485
"NPS_Rock Creek WRST",2011,0.691622325730992,-0.0750384888360143,"Copper",0.312223534749468
"NPS_Rufus Creek",2011,0.79017702147803,-0.172132445771016,"Copper",0.12349065309879
"USFS_25 Mile",2011,0.0531135409261167,0.667096159865889,"Copper",0.00896842397901942
"USFS_East Fork 18 Mile",2011,0.682794792587857,0.328872024839678,"Copper",0.751959294742733
"USFS_Little Martin River",2011,0.493096623998702,-0.560760755204097,"Copper",0.514970375597503
"USFS_Martin Lake- Inlet",2011,0.460889907801396,0.52369273372755,"Copper",0.49276876549762
"USFS_Power Creek",2011,0.51769182826639,0.438383274524127,"Copper",0.212608891087561
"USFS_Salmon Creek",2011,-0.015042317373901,0.707087269776032,"Copper",-0.00747305109066771
"usgs_15238986",2011,0.675159234652139,-0.0881328334479074,"Cook Inlet",0.215250831269171
"usgs_15239070",2011,0.260879816151833,0.735677955281279,"Cook Inlet",0.2814516449392
"usgs_15258000",2011,-0.318124992309143,0.895103070334278,"Cook Inlet",-0.336958090830828
"usgs_15261000",2011,0.373597880061605,0.634964528258722,"Cook Inlet",0.226985326411769
"usgs_15272380",2011,0.803101183247678,-0.134096912857152,"Cook Inlet",0.304851472685885
"usgs_15283700",2011,0.728119829524391,0.214737433347957,"Cook Inlet",0.488556289170315
"usgs_15285000",2011,0.96948123562969,-0.322505796238834,"Cook Inlet",0.635276122531641
"usgs_15292800",2011,0.695888703178713,0.377870062063171,"Cook Inlet",0.60039322007469
"usgs_15295700",2011,0.207249385753295,0.725549674392075,"Kodiak",0.150040531826753
"usgs_15298040",2011,0.487226875265602,0.356649148975994,"Bristol Bay",0.418861373322248
"usgs_15300100",2011,0.566719791887257,0.393805071343113,"Bristol Bay",0.447271649954898
"usgs_15300250",2011,0.517930414289851,0.457658906523358,"Bristol Bay",0.289524894319394
"usgs_15300320",2011,0.032796245755774,0.876676482600889,"Bristol Bay",0.0318970247000295
"usgs_15302200",2011,0.500061316744344,0.485773378851223,"Bristol Bay",0.29586437931034
"usgs_15302250",2011,0.475914800925217,0.505913120578128,"Bristol Bay",0.33480809652669
"UW_Agulukpak River",2011,-0.115693805451919,1.07020345842274,"Bristol Bay",-0.0975987120804403
"UW_Aleknagik Bear Creek",2011,0.0377625351320347,0.877073289739494,"Bristol Bay",0.0158133807808925
"UW_Aleknagik Big Whitefish Creek",2011,0.294877805403132,0.751711605032842,"Bristol Bay",0.1349241971327
"UW_Aleknagik Eagle Creek",2011,0.176798274712272,0.918882753781007,"Bristol Bay",0.0689138176424872
"UW_Aleknagik Hansen Creek",2011,0.205712864538864,0.796976609011721,"Bristol Bay",0.0832760619772093
"UW_Aleknagik Happy Creek",2011,0.141706924364662,0.999767625414971,"Bristol Bay",0.0639287397684525
"UW_Aleknagik Ice Creek",2011,0.0630383145456962,1.04333615131741,"Bristol Bay",0.0394779727683003
"UW_Aleknagik Mission Creek",2011,0.171354439409974,0.34707539014101,"Bristol Bay",0.0254807326537183
"UW_Aleknagik Pfifer Creek",2011,0.164853253777546,0.923132181261531,"Bristol Bay",0.0648047718724586
"UW_Aleknagik Silver Salmon Creek",2011,0.173334615775764,0.871313007782057,"Bristol Bay",0.106783539185547
"UW_Aleknagik Yako Creek",2011,0.132582200056009,0.881209927498112,"Bristol Bay",0.0425528220094303
"UW_Little Togiak C Creek",2011,-0.352838438094466,1.2252690093264,"Bristol Bay",-0.0410803339303628
"UW_Nerka Allah Creek",2011,-0.0133063484377736,1.16875076192389,"Bristol Bay",-0.0058599734519359
"UW_Nerka Bear Creek",2011,0.158272022818335,0.89458082424626,"Bristol Bay",0.070629792217389
"UW_Nerka Beaver Creek",2011,-0.185130792371533,0.967302544488087,"Bristol Bay",-0.0592082262833742
"UW_Nerka Bug Creek",2011,0.229224655405832,0.954616458845326,"Bristol Bay",0.0947984045786589
"UW_Nerka Fenno Creek",2011,0.125049677615466,1.07539598699308,"Bristol Bay",0.0556617815138987
"UW_Nerka Hidden Lake Creek",2011,-0.440762170573367,1.47786989805188,"Bristol Bay",-0.18658860291268
"UW_Nerka Joe Creek",2011,-0.0882383237334885,1.20299121322444,"Bristol Bay",-0.0310631189195369
"UW_Nerka Kema Creek",2011,0.0115333020167475,1.10516815608774,"Bristol Bay",0.00421648131038909
"UW_Nerka Lynx Creek",2011,-0.00291801933454101,1.1823343830694,"Bristol Bay",-0.0012641664505237
"UW_Nerka Lynx Creek Cold Tributary",2011,-0.5094651615465,1.46931688056148,"Bristol Bay",-0.0788015104802275
"UW_Nerka Sam Creek",2011,-0.321774211018506,1.29489336952852,"Bristol Bay",-0.1519933537994
"UW_Nerka Seventh Creek",2011,-0.114091507031247,1.21949383640698,"Bristol Bay",-0.0353120687452153
"UW_Nerka Sixth Creek",2011,-0.232055010435536,1.27857341041419,"Bristol Bay",-0.0566670844386593
"UW_Nerka Stovall Creek",2011,0.0234628373975967,0.96084805471925,"Bristol Bay",0.0112263480933752
"CIK_0",2012,0.921919327958289,-0.212593360692729,"Cook Inlet",0.149399803309536
"CIK_10",2012,0.757303867475913,-0.14666985839343,"Cook Inlet",0.577797917736293
"CIK_11",2012,0.822497835507751,-0.148361895591181,"Cook Inlet",0.658795160146714
"CIK_12",2012,0.848110193088964,-0.274512917602103,"Cook Inlet",0.619005641205536
"CIK_14",2012,0.831109170105363,0.0643185256936327,"Cook Inlet",0.892115101782708
"CIK_16",2012,0.303460158355221,0.797511318511797,"Cook Inlet",0.182272910556169
"CIK_17",2012,0.494974524156541,0.498567968661195,"Cook Inlet",0.513213477793812
"CIK_18",2012,0.0731345982526665,0.94086386064623,"Cook Inlet",0.0386664310039681
"CIK_19",2012,0.12033902123305,0.984200946473329,"Cook Inlet",0.0811943456354586
"CIK_20",2012,1.3685556005678,0.0164126195860771,"Cook Inlet",0.560332119531771
"CIK_21",2012,1.28210643025631,0.0204712814790762,"Cook Inlet",0.442962802686097
"CIK_23",2012,0.698320372789013,0.276936554941896,"Cook Inlet",0.556670316440087
"CIK_24",2012,1.3691594092052,-0.239378240797212,"Cook Inlet",0.516214913811
"CIK_25",2012,0.89626682810506,0.0150342777194757,"Cook Inlet",0.738764394791997
"CIK_26",2012,0.847676676975777,0.0258321645484604,"Cook Inlet",0.74602241265926
"CIK_29",2012,1.15576469582489,-0.445186450370029,"Cook Inlet",0.360019487338403
"CIK_30",2012,0.547209519791265,0.632293520037058,"Cook Inlet",0.489701506335369
"CIK_31",2012,0.913771473020935,-0.015283605812608,"Cook Inlet",0.729155169968579
"CIK_35",2012,0.874331804559524,0.10923357744855,"Cook Inlet",0.489751686745983
"CIK_38",2012,0.891512582610233,-0.0870938449027645,"Cook Inlet",0.787088031756524
"CIK_39",2012,0.693347496828287,0.499429277282752,"Cook Inlet",0.617042455529467
"CIK_4",2012,0.556984193069538,0.541858653765215,"Cook Inlet",0.447397274868917
"CIK_40",2012,0.576766583050015,0.597958616411764,"Cook Inlet",0.603660141228567
"CIK_41",2012,0.719786708188098,0.764356162953966,"Cook Inlet",0.335290346770697
"CIK_43",2012,0.662188423624279,0.586134805865269,"Cook Inlet",0.530252654837089
"CIK_5",2012,0.75627755736161,-0.0843095610901978,"Cook Inlet",0.668623095150466
"CIK_8",2012,1.10124945484355,-0.194143740271803,"Cook Inlet",0.852626193652145
"CIK_9",2012,0.840314028779349,-0.238763464042707,"Cook Inlet",0.721510193123817
"fws_GELO",2012,0.425734004381167,0.425116044264706,"Bristol Bay",0.52648904350088
"fws_kdk_aforv01",2012,0.384190032139077,0.46418446989157,"Kodiak",0.436697229957091
"fws_kdk_busrv01",2012,0.217906610637984,0.760838098717111,"Kodiak",0.248066720410911
"fws_KULR",2012,0.489040941079345,0.539225677309016,"Bristol Bay",0.33365462084277
"fws_Long Lake Creek",2012,0.612182578371409,0.439971295870871,"Copper",0.458301306920344
"fws_NCLO",2012,0.475668074834265,0.317764893695259,"Bristol Bay",0.310238879857485
"fws_Newhalen River",2012,0.208030405223387,0.706243368242159,"Bristol Bay",0.179713712189646
"fws_OSLR2",2012,0.659293954885276,0.262506912838493,"Bristol Bay",0.585791394805978
"fws_PULO",2012,0.672892877150396,0.235692435702208,"Bristol Bay",0.53585704831351
"fws_PULR",2012,0.680723551219199,0.113461597942561,"Bristol Bay",0.413365405643574
"fws_TOLO",2012,0.261336781972432,0.712368059409429,"Bristol Bay",0.312354127798028
"fws_TOLR",2012,0.399578219508003,0.681012542197114,"Bristol Bay",0.341447519375306
"fws_WELR2",2012,0.334962853637226,0.73214592960276,"Bristol Bay",0.239139820995467
"NPS_Caribou Creek",2012,0.653078833890639,0.407694897845887,"Copper",0.495435409609215
"NPS_Crystal Creek",2012,0.660626242955849,0.381788481171965,"Copper",0.4057269991616
"NPS_Gilahina River",2012,0.509600633562844,0.651097709638287,"Copper",0.263425105820331
"NPS_Hardenburg_Bay",2012,-0.0400116096972885,0.963978092533408,"Bristol Bay",-0.0358322456544793
"nps_KATM_lbrooo",2012,0.092851104052036,0.827280571330461,"Bristol Bay",0.0938455363908957
"NPS_Long Lake Creek",2012,0.536834726357684,0.411557226350327,"Copper",0.490087343705291
"NPS_Rock Creek WRST",2012,0.566081281884163,0.696842592611145,"Copper",0.261248973936713
"NPS_Rufus Creek",2012,0.810236164229451,0.108076557045112,"Copper",0.0965055384065291
"PJ Mid",2012,1.53017590065887,-0.348503804599908,"Cook Inlet",0.339192018546375
"STAR 171 Lower",2012,1.24901742893239,-0.0401656367854639,"Cook Inlet",0.402594315698295
"STAR 171 Upper",2012,1.41680047863905,-0.339224350827229,"Cook Inlet",0.476020468815698
"USFS_25 Mile",2012,0.22669670196225,0.72334360689319,"Copper",0.0504608103726507
"USFS_Cabin Lake Outlet",2012,0.593346476568358,0.349184690594529,"Copper",1.1375377766972
"USFS_East Fork 18 Mile",2012,0.162775482003624,0.788902582958267,"Copper",0.204617678513953
"USFS_Little Martin River",2012,0.151445639183791,0.85111344433516,"Copper",0.415976100213071
"USFS_Martin Lake- Inlet",2012,-0.0247027521901636,0.957968138532464,"Copper",-0.0287389719201106
"USFS_Middle Arm Eyak",2012,-0.017054594536485,0.983432082974952,"Copper",-0.0107034447914013
"USFS_Power Creek",2012,0.252623937017418,0.671941616569508,"Copper",0.111796574251196
"USFS_Salmon Creek",2012,0.328987957374074,0.623150173756283,"Copper",0.114769412746987
"USFS_Solf Lake Fish Pass",2012,-0.500495767409635,1.29241541192419,"Prince William Sound",-0.436644281385882
"usgs_15239070",2012,0.108667074511504,0.900886874592415,"Cook Inlet",0.128127483154699
"usgs_15258000",2012,-0.203995506413105,0.924943045483395,"Cook Inlet",-0.0879051080869492
"usgs_15261000",2012,0.205477197499288,0.829884769076983,"Cook Inlet",0.114951962440064
"usgs_15283700",2012,0.395930605073119,0.675046282611322,"Cook Inlet",0.263912649893462
"usgs_15285000",2012,0.850707642843558,0.204444645777309,"Cook Inlet",0.460008467630915
"usgs_15291000",2012,0.609618874656179,-0.634016650662538,"Cook Inlet",0.195144196538607
"usgs_15292100",2012,1.06602920234932,0.412272470991751,"Cook Inlet",0.552949048040242
"usgs_15292400",2012,0.781945048241669,-0.112291744812023,"Cook Inlet",0.16152985859819
"usgs_15292700",2012,0.685848303166932,0.505657036900793,"Cook Inlet",0.452198597862612
"usgs_15292780",2012,0.742197636482921,0.253938870436547,"Cook Inlet",0.434492625706049
"usgs_15292800",2012,0.562722715339311,0.637329057250108,"Cook Inlet",0.529140276388196
"usgs_15295700",2012,0.110782836765837,0.871570080557641,"Kodiak",0.0990020619603044
"usgs_15300100",2012,0.933074101224244,-0.178732378040433,"Bristol Bay",0.693491419598862
"usgs_15300250",2012,0.833299231018847,0.0921360541116327,"Bristol Bay",0.40995991416652
"usgs_15300270",2012,0.574320156665584,0.515708681419911,"Bristol Bay",0.391284997171116
"usgs_15300320",2012,0.0970561502740634,0.868215832483435,"Bristol Bay",0.109855158294268
"usgs_15301500",2012,0.0912853572853874,0.856593403098567,"Bristol Bay",0.0865801224834129
"usgs_15302200",2012,0.663583168439853,0.392737863179303,"Bristol Bay",0.413812012994382
"usgs_15302250",2012,0.534379319534133,0.588570594116354,"Bristol Bay",0.452794034279596
"UW_Agulukpak River",2012,0.21984026251352,0.756894752359275,"Bristol Bay",0.122769658545372
"UW_Aleknagik Bear Creek",2012,0.3797206118995,0.642637453181236,"Bristol Bay",0.144332341952302
"UW_Aleknagik Big Whitefish Creek",2012,0.465174316578232,0.123095060420113,"Bristol Bay",0.219874591021479
"UW_Aleknagik Eagle Creek",2012,0.561899285505455,-0.022083758734019,"Bristol Bay",0.181665374752782
"UW_Aleknagik Hansen Creek",2012,0.641720364661385,-0.165067359137868,"Bristol Bay",0.231685046584067
"UW_Aleknagik Happy Creek",2012,-0.0319518582505251,0.995431623823148,"Bristol Bay",-0.0261249311947778
"UW_Aleknagik Ice Creek",2012,0.337888543081025,0.723202569990425,"Bristol Bay",0.228363112854277
"UW_Aleknagik Mission Creek",2012,0.268483842304996,0.407774843520262,"Bristol Bay",0.0592528022014979
"UW_Aleknagik Pfifer Creek",2012,0.794568044431746,-0.221993315610967,"Bristol Bay",0.238404113249187
"UW_Aleknagik Silver Salmon Creek",2012,1.04276882094806,-0.222987672880425,"Bristol Bay",0.538370343707162
"UW_Aleknagik Yako Creek",2012,0.470784101801712,0.405581347881008,"Bristol Bay",0.163214127513262
"UW_Kulik K-3 Creek",2012,0.101043466443258,0.923728931759901,"Bristol Bay",0.0686462350436323
"UW_Little Togiak C Creek",2012,0.052400856122935,0.905264488764145,"Bristol Bay",0.0134285477301063
"UW_Nerka Allah Creek",2012,0.0915876535146638,0.932855862720135,"Bristol Bay",0.0677435777897677
"UW_Nerka Bear Creek",2012,0.630851665991611,-0.240284488468728,"Bristol Bay",0.502955288221324
"UW_Nerka Beaver Creek",2012,0.641762811960186,-0.639208463887971,"Bristol Bay",0.420615153842279
"UW_Nerka Berm Creek",2012,0.303698937585284,0.626647407935501,"Bristol Bay",0.109769842733132
"UW_Nerka Cabin Creek",2012,0.159923960743036,0.919698268076873,"Bristol Bay",0.097759455605473
"UW_Nerka Cottonwood Creek",2012,-0.184874947126745,1.12277731841513,"Bristol Bay",-0.0599188370958089
"UW_Nerka Fenno Creek",2012,0.355045478570342,0.649461391893104,"Bristol Bay",0.234201427355798
"UW_Nerka Hidden Lake Creek",2012,0.637107133508295,0.516764216550841,"Bristol Bay",0.187083661257506
"UW_Nerka Joe Creek",2012,0.109636375408614,0.929361325433104,"Bristol Bay",0.0761055329653406
"UW_Nerka Little Togiak River",2012,-0.0396916401486229,1.05251819679444,"Bristol Bay",-0.0286691818827036
"UW_Nerka Lynx Creek",2012,0.347850761338339,0.563476414630142,"Bristol Bay",0.33409244991702
"UW_Nerka Lynx Creek Cold Tributary",2012,0.217011856092338,0.827385367510395,"Bristol Bay",0.10077418431588
"UW_Nerka Pick Creek",2012,0.821286176993254,0.0218231944258996,"Bristol Bay",0.151700185957298
"UW_Nerka Pike Creek",2012,0.715799147803615,-0.161673006807812,"Bristol Bay",0.205665000524503
"UW_Nerka Rainbow Creek",2012,0.083870259821023,0.936286932105812,"Bristol Bay",0.0356494859703305
"UW_Nerka Sam Creek",2012,0.0890670677497931,0.945170938835262,"Bristol Bay",0.0839934678749089
"UW_Nerka Seventh Creek",2012,0.25438681646528,0.685738099360107,"Bristol Bay",0.0938949644572327
"UW_Nerka Sixth Creek",2012,0.237107458227172,0.800517722206868,"Bristol Bay",0.100019198412432
"UW_Nerka Stovall Creek",2012,0.599342638292359,-0.247426783237038,"Bristol Bay",0.39797007963683
"UW_Nerka Teal Creek",2012,0.507799319696726,0.270645124443015,"Bristol Bay",0.224142999579362
"accs_iltnr19",2013,1.25920346114628,0.0414338054153903,"Bristol Bay",0.405964305333775
"accs_muekm23",2013,0.879599064517921,0.525944819826338,"Bristol Bay",0.423108381060468
"accs_mussm15",2013,1.19885439450436,0.164665760261907,"Bristol Bay",0.595367571096913
"accs_mutsk02",2013,1.34650748680436,-0.116644553281902,"Bristol Bay",0.643108775706936
"accs_mutsk09",2013,1.0109006624257,0.459309488815491,"Bristol Bay",0.479266850402871
"CIK_14",2013,0.724516231573764,0.307520202380036,"Cook Inlet",0.835486870047002
"CIK_3",2013,1.14261643608962,0.38603544844378,"Cook Inlet",0.241438867379547
"CIK_30",2013,0.883151300682512,0.696401291919384,"Cook Inlet",0.479811843288315
"CIK_35",2013,1.34563077766706,0.285650188579559,"Cook Inlet",0.399968181500302
"CIK_38",2013,1.40421239720188,-0.167615587787584,"Cook Inlet",0.685184499014701
"CIK_4",2013,0.814976901433477,0.780208841418554,"Cook Inlet",0.34345347542765
"CIK_6",2013,0.917054278287585,0.0773433400445068,"Cook Inlet",0.795854338155073
"CIK_8",2013,1.16933635972365,0.0665454665971644,"Cook Inlet",0.51354677376268
"fws_GELO",2013,0.392769396688133,0.670454632167126,"Bristol Bay",0.544761624401239
"fws_kdk_aforv01",2013,0.568186839474476,0.480946515259688,"Kodiak",0.569095672889759
"fws_KULR",2013,0.507226372338205,0.555984156367486,"Bristol Bay",0.474170680564884
"fws_Long Lake Creek",2013,0.469816079545659,0.565722734540133,"Copper",0.446575552764801
"fws_NCLO",2013,0.556490914139131,0.374127844006004,"Bristol Bay",0.59546614110965
"fws_Newhalen River",2013,0.00565389164377735,0.613895370931956,"Bristol Bay",0.00337863074130995
"fws_OSLR2",2013,0.620918549804828,0.384121510368052,"Bristol Bay",0.669454287530784
"fws_PULR",2013,0.654502802739986,0.343085548518535,"Bristol Bay",0.555236387234725
"fws_Tanada Creek",2013,0.44762875639814,0.678326150734874,"Copper",0.520394966064017
"fws_TOLO",2013,0.0599453308816862,0.87431146503765,"Bristol Bay",0.0872652470175012
"fws_TOLR",2013,0.325196108263771,0.768428128069132,"Bristol Bay",0.347131467546338
"fws_WELR2",2013,0.324230172933044,0.755269377551059,"Bristol Bay",0.304137161395239
"NPS_Crystal Creek",2013,0.709084533571681,0.422771516060885,"Copper",0.613235751214551
"NPS_Gilahina River",2013,0.549967494171894,0.639559669007042,"Copper",0.366005229029282
"NPS_Hardenburg_Bay",2013,-0.200454271312833,0.938751114869065,"Bristol Bay",-0.178797637225105
"nps_KATM_lbrooo",2013,0.713132710891541,0.280080064280073,"Bristol Bay",0.825115536338098
"NPS_Long Lake Creek",2013,0.525082473315619,0.514762630851919,"Copper",0.502364506259891
"USFS_18 Mile Middle Fork",2013,0.962240405488093,-0.212781594792217,"Copper",1.04729661091407
"USFS_18 Mile West Fork",2013,0.973575531654849,-0.211957236676089,"Copper",0.628182653572295
"USFS_24.9 Mile Creek",2013,0.907655986243199,-0.468238986209552,"Copper",0.584562570970225
"USFS_Cabin Lake Outlet",2013,0.895478809128473,-0.0662234145111968,"Copper",1.11112387808424
"USFS_Hell's Hole Trib",2013,0.348308666138765,0.707410656881873,"Prince William Sound",0.275683303577383
"USFS_Ibeck Creek-Lower Side Channel",2013,0.918760163518134,-0.134758458416505,"Copper",0.729487024867711
"USFS_Koppen Creek",2013,0.30911240025466,0.729063293384761,"Prince William Sound",0.101157366324902
"USFS_Little Martin River",2013,0.757373793984199,0.160688359582395,"Copper",1.09974689274646
"USFS_Martin Lake- Inlet",2013,0.0335180577087177,0.926417771449596,"Copper",0.0319343937252467
"USFS_Olsen Creek",2013,0.0273111136906471,0.9556022081359,"Prince William Sound",0.0200013511082581
"USFS_Power Creek",2013,0.184482095789898,0.838456623038461,"Copper",0.0716998072473693
"USFS_Salmon Creek",2013,0.088665036149888,0.511528955488017,"Copper",0.0246866959675015
"USFS_Sheep River",2013,-0.596418268854562,1.23920278188964,"Prince William Sound",-0.138561042801107
"USFS_Shelter Bay Trib",2013,-0.186553787402848,0.972928530508543,"Prince William Sound",-0.117005205681504
"USFS_Solf Lake Fish Pass",2013,-0.0638216379662874,1.00073103038387,"Prince William Sound",-0.12056911317774
"usgs_15215900",2013,-0.0985819216739039,0.955426647967213,"Copper",-0.0653490097070247
"usgs_15238984",2013,0.279579529093537,0.772318521684856,"Cook Inlet",0.167932669188546
"usgs_15239070",2013,0.063866964303298,0.933419065781952,"Cook Inlet",0.0617463892664841
"usgs_15258000",2013,-0.391211632139283,0.88093247113666,"Cook Inlet",-0.44123758840522
"usgs_15261000",2013,0.198532944887424,0.877249217029636,"Cook Inlet",0.137914640804566
"usgs_15283700",2013,0.418908848808752,0.959733745576842,"Cook Inlet",0.170884850548626
"usgs_15291000",2013,0.678070323263694,-0.0343191021858305,"Cook Inlet",0.186238106348424
"usgs_15292400",2013,0.57840135192238,-0.0543477285992262,"Cook Inlet",0.167715644932153
"usgs_15292700",2013,0.685824731495842,0.473421465095291,"Cook Inlet",0.451190496283752
"usgs_15292780",2013,0.674361573867827,0.462604812873245,"Cook Inlet",0.486539715780405
"usgs_15292800",2013,0.54508119119792,0.578701121130209,"Cook Inlet",0.605083055503832
"usgs_15293200",2013,0.639863175515813,0.454175409038313,"Cook Inlet",0.396651730980992
"usgs_15293700",2013,0.546524400088294,0.623062176666818,"Cook Inlet",0.583910010700725
"usgs_15294345",2013,0.837908343852528,-0.083519874520854,"Cook Inlet",0.491580494609896
"usgs_15294350",2013,0.738851253544215,0.400725893856501,"Cook Inlet",0.252205481899265
"usgs_15295700",2013,0.225162137031496,0.817873544947784,"Kodiak",0.165445876874642
"usgs_15298040",2013,0.863835107301172,0.0231901364231855,"Bristol Bay",0.827451801774931
"usgs_15300100",2013,0.908040840309043,0.0577107946637787,"Bristol Bay",0.712990053809433
"usgs_15300250",2013,0.902187358530692,0.0561791159400805,"Bristol Bay",0.543143412138524
"usgs_15300270",2013,0.515741319122969,0.607863654554692,"Bristol Bay",0.362409370577109
"usgs_15300320",2013,0.276941146673699,0.743701752702042,"Bristol Bay",0.282385603944947
"usgs_15301500",2013,-0.165744171562902,0.855818943136295,"Bristol Bay",-0.175411886405564
"usgs_15302200",2013,0.783774560707293,0.312015225789073,"Bristol Bay",0.536706972720847
"usgs_15302250",2013,0.647443710651859,0.511088826551072,"Bristol Bay",0.570840214313076
"UW_Aleknagik Bear Creek",2013,0.092436727100429,0.821120376883738,"Bristol Bay",0.0535739970453757
"UW_Aleknagik Big Whitefish Creek",2013,0.592090536894021,0.376958468383344,"Bristol Bay",0.540107042517046
"UW_Aleknagik Hansen Creek",2013,0.547489117546676,0.507614189638415,"Bristol Bay",0.288175887375027
"UW_Beverley Hope Creek",2013,0.492487357712545,0.592436452845027,"Bristol Bay",0.451314741364416
"UW_Beverley Moose Creek",2013,0.576730490412097,0.470683653445314,"Bristol Bay",0.647847778753628
